Departamento,Municipio,Operadora,Campo,Contrato,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,MORICHAL,CASANARE,1.525,1.336,2.545,3.125,3.24,3.015,2.582,2.637,2.488,2.713,2.128,2.124
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,PAUTO SUR,PIEDEMONTE,281.037,269.328,262.471,0,0,329.387,305.34,357.742,354.438,363.856,360.518,359.979
CASANARE,YOPAL,CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO 4,RANCHO HERMOSO,0.024,0.011,0,0,0.003,0.014,0.015,0.011,0,0,0.012,0.013
CASANARE,YOPAL,COLOMBIA ENERGY DEVELOPMENT CO,TILODIRÁN,RIO VERDE,0.337,0.307,0.31,0.012,0.012,0.248,0.357,0.345,0.333,0.32,0.191,0.241
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,TOCARIA,CASANARE,1.029,1.25,1.086,1.183,2.465,2.36,1.87,1.75,0.708,0.513,0.586,0.425
CASANARE,YOPAL,GRUPO C&C ENERGIA (BARBADOS) SUCURSAL COLOMBIA,TORMENTO,LLA 19,0.087,0,0,0,0,0,0,0,0,0,0,0
CASANARE,YOPAL,PACIFIC STRATUS ENERGY COLOMBIA CORP,TORMENTO,LLA 19,0,0,0,0.082,0,0.006,0,0,0,0.005,0,0
CASANARE,YOPAL,EMERALD ENERGY PLC SUCURSAL COLOMBIA,VIGIA,CAMPO RICO,0.219,0.214,0.2,0.192,0.204,0.205,0.186,0.157,0.162,0.131,0.051,0.049
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,VOLCANERA,RECETOR,0.054,1.207,0,0,0,0,0,0,0,0,0,0
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,GUAYUYACO,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,MARY,SANTANA,0.003,0.003,0.003,0.003,0.003,0.001,0.001,0.001,0,0,0,0
CAUCA,PIAMONTE,ECOPETROL S.A.,MARY,SANTANA ECOPETROL,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,MIRAFLOR,SANTANA,0,0,0,0,0,0,0,0,0,0,0,0
CAUCA,PIAMONTE,ECOPETROL S.A.,MIRAFLOR,SANTANA ECOPETROL,0,0,0,0,0,0,0,0,0,0,0,0
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,MIRAFLOR OESTE,GUAYUYACO,0.018,0.005,0,0,0,0,0,0,0,0,0,0
CESAR,AGUACHICA,LEWIS ENERGY COLOMBIA INC,CARAMELO,VMM 1,0,0.386,3.046,3.146,2.34,1.288,0.951,0.938,0.972,0.976,0.957,1.567
CESAR,AGUACHICA,CANACOL ENERGY COLOMBIA SAS,MONO ARAÑA,VMM 2,0,0,0,0,0,0,0,0,0,0,0,0.442
CESAR,AGUACHICA,EXXON MOBIL,MONO ARAÑA,VMM 2,0.322,0.355,0.326,0.289,0.201,0.179,0.182,0.374,0.615,0.6,0.522,0
CESAR,AGUACHICA,CANACOL ENERGY COLOMBIA SAS,OSO PARDO,SANTA ISABEL,0.194,0.171,0.183,0.186,0.207,0.21,0.198,0.205,0.19,0.168,0.147,0.159
CESAR,AGUACHICA,LEWIS ENERGY COLOMBIA INC,TOPOSI,VMM 1,0,0.191,2.157,2.116,1.685,2.277,1.898,1.749,1.875,2.006,2.085,2.731
CESAR,EL PASO,TEXICAN OIL LTD SUCURSAL EN COLOMBIA,COMPAE,MARACAS,0,0,0,0,0.058,0.111,0.052,0,0.011,0.05,0.464,0.589
CESAR,EL PASO,DRUMMOND LTD,IGUANA,LA LOMA,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
CESAR,GAMARRA,LEWIS ENERGY COLOMBIA INC,La Estancia,VMM 1,0,0,0,0,0,0.127,0,0,0.547,0.956,0.945,1.184
CESAR,LA JAGUA IBIRICO,DRUMMOND LTD,CAPORO,LA LOMA,0,0.098,0.099,0.097,0.096,0.095,0.093,0.097,0.09,0.079,0.104,0.094
CESAR,LA JAGUA IBIRICO,DRUMMOND LTD,PAUJIL,LA LOMA,0,0.01,0.009,0.009,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.007
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,CHUIRA,MIDAS,0.063,0.062,0.058,0.046,0.066,0.061,0.062,0.064,0.047,0.061,0.06,0.06
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,LOS ANGELES,TISQUIRAMA B,0.043,0.055,0.119,0.128,0.146,0.057,0.012,0.103,0.093,0.089,0.153,0.198
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,SERAFIN,TISQUIRAMA B,1.446,1.211,0.909,0,0,0,0,0,0,0,0,0
CESAR,SAN ALBERTO,PETROLEOS DEL NORTE S.A,SANTA LUCÍA,TISQUIRAMA-A,0.025,0.031,0.026,0.032,0.035,0.044,0.019,0.016,0.02,0.023,0.028,0.052
CESAR,SAN MARTÍN,PETROLEOS DEL NORTE S.A,ACORDIONERO,MIDAS,0.793,0.878,0.91,0.844,0.748,0.797,0.886,0.823,0.824,0.889,0.972,0.869
CESAR,SAN MARTÍN,ECOPETROL S.A.,SAN ROQUE,TISQUIRAMA-C,0.367,0.396,0.488,0.385,0.405,0.511,0.512,0.41,0.353,0.262,0.271,0.28
CESAR,SAN MARTÍN,ECOPETROL S.A.,TISQUIRAMA,TISQUIRAMA-C,0.506,0.447,0.468,0.435,0.397,0.547,0.612,0.652,0.554,0.624,0.635,0.573
CORDOBA,PUEBLO NUEVO,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,NELSON,ESPERANZA,8.079,6.355,10.825,9.906,23.807,21.078,17.348,13.317,14.837,19.545,14.461,11.615
CORDOBA,PUEBLO NUEVO,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,PALMER,ESPERANZA,11.031,11.183,8.488,4.457,0,4.932,3.281,3.893,3.451,3.648,2.521,2.343
CORDOBA,SAHAGUN,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,ARIANNA,ESPERANZA,1.388,1.007,1.372,1.176,1.03,1.127,0.959,1.205,1.022,1.035,0.774,1.334
CORDOBA,SAHAGUN,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,CAÑAFLECHA,ESPERANZA,0,0,0,0,0,0,0,0.004,0.008,0.007,0.009,0.007
CORDOBA,SAHAGUN,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,CLARINETE,VIM 5,0,0,0,0,0,0,0,0,0,0.109,0,0.08
CORDOBA,SAHAGUN,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,KATANA,ESPERANZA,0,0.012,0.007,0.008,0.009,0.008,0.01,0.008,0.009,0.01,0.008,0.007
CUNDINAMARCA,GUADUAS,SIPETROL S.A.,GUADUAS,DINDAL,1.84,1.756,1.743,1.698,1.561,1.522,1.441,1.355,1.335,1.315,1.312,1.287
CUNDINAMARCA,PULI,HOCOL S.A.,PULI,PULI,0,0,0,0,0,0,0,0,0,0,1.638,1.8
CUNDINAMARCA,PULI,ECOPETROL S.A.,PULI,PULI 109,2.119,2.118,1.701,2.025,1.808,1.724,1.714,1.75,1.638,1.674,0,0
DEPARTAMENTO NN,MUNICIPIO NN,ECOPETROL S.A.,GIBRALTAR,SIRIRI,38.536,40.953,41.568,39.655,38.703,19.138,0,19.329,28.541,38.702,35.839,40.12
GUAJIRA,FONSECA,DRUMMOND LTD,CARRETALITO,RÍO RANCHERÍA,0.027,0.017,0.002,0,0,0,0,0,0,0,0,0
GUAJIRA,MANAURE,CHEVRON PETROLEUM COMPANY,BALLENA,GUAJIRA,59.929,57.196,56.222,54.396,54.006,53.571,47.144,45.281,57.168,56.512,53.462,45.537
GUAJIRA,MANAURE,CHEVRON PETROLEUM COMPANY,CHUCHUPA,GUAJIRA,424.341,415.523,420.431,409.804,390.413,399.372,375.916,329.674,377.305,369.021,351.698,343.674
GUAJIRA,MANAURE,CHEVRON PETROLEUM COMPANY,RIOHACHA,GUAJIRA,7.763,8.813,4.559,1.573,0,0,0,0,0,0,0,0
HUILA,AIPE,ECOPETROL S.A.,ARRAYÁN,PIJAO-POTRERILLO,0.262,0.293,0.296,0.255,0.198,0,0,0.22,0.201,0.191,0.167,0.149
HUILA,AIPE,ECOPETROL S.A.,BALCÓN,PALERMO,0.579,0.605,0.627,0.597,0.606,0.597,0.522,0.588,0.534,0.478,0.497,0.508
HUILA,AIPE,ECOPETROL S.A.,BRISAS,PIJAO-POTRERILLO,0.534,0.419,0.308,0.232,0.244,0,0,0.235,0.235,0.235,0.235,0.235
HUILA,AIPE,ECOPETROL S.A.,DINA CRETÁCEOS,PIJAO-POTRERILLO,0.231,0.232,0.233,0.233,0.233,0,0,0.235,0.222,0.22,0.223,0.225
HUILA,AIPE,ECOPETROL S.A.,DINA TERCIARIOS,PIJAO-POTRERILLO,4.718,0,4.396,4.372,4.053,0,0,4.491,4.055,3.483,3.26,3.351
HUILA,AIPE,ECOPETROL S.A.,TEMPRANILLO,PIJAO-POTRERILLO,0.55,0.486,0.486,0.507,0.633,0,0,0.623,0.631,0.644,0.646,0.525
HUILA,AIPE,ECOPETROL S.A.,TEMPRANILLO NORTE,PIJAO-POTRERILLO,0.508,0.34,0.337,0.104,0.024,0,0,0.134,0.11,0.018,0.052,0.059
HUILA,AIPE,ECOPETROL S.A.,TENAY,PIJAO-POTRERILLO,1.753,1.588,1.393,1.539,1.609,0,0,1.079,0.741,1.491,1.631,1.65
HUILA,GARZON,EMERALD ENERGY PLC SUCURSAL COLOMBIA,GIGANTE,MATAMBO,0.056,0,0,0,0,0,0,0,0,0,0,0
HUILA,NEIVA,ECOPETROL S.A.,CEBÚ,PIJAO-POTRERILLO,0.08,0.085,0.068,0.065,0.052,0,0,0.041,0.047,0.05,0.042,0.046
HUILA,NEIVA,ECOPETROL S.A.,DINA CRETÁCEOS,PIJAO-POTRERILLO,0,5.387,0,0,0,0,0,0,0,0,0,0
HUILA,NEIVA,ECOPETROL S.A.,ESPINO,CAGUAN,0.107,0.136,0.185,0.22,0.209,0.222,0.136,0.124,0.161,0.157,0.182,0.189
HUILA,NEIVA,ECOPETROL S.A.,PALOGRANDE,PIJAO-POTRERILLO,0.098,0.092,0.143,0.168,0.163,0,0,0.18,0.171,0.16,0.176,0.182
HUILA,NEIVA,ECOPETROL S.A.,PALOGRANDE HONDA,PALO GRANDE HONDA,0,0,0,0,0,0,0,0,0,0,0,0.039
HUILA,NEIVA,ECOPETROL S.A.,PALOGRANDE HONDA,PIJAO-POTRERILLO,0,0,0,0,0,0,0,0,0,0.01,0.009,0.039
HUILA,NEIVA,ECOPETROL S.A.,PIJAO POTRERILLO,PIJAO-POTRERILLO,0.127,0.128,0.094,0.073,0.09,0,0,0.084,0.087,0.095,0.09,0.077
HUILA,NEIVA,ECOPETROL S.A.,RIO CEIBAS,CAGUAN,3.682,3.527,3.387,3.552,3.666,3.714,3.618,3.614,3.72,3.384,3.653,3.597
HUILA,NEIVA,ECOPETROL S.A.,SAN FRANCISCO,PALERMO,3.71,3.597,3.496,3.37,3.535,3.508,3.397,3.272,3.205,3.126,3.057,3.241
HUILA,NEIVA,ECOPETROL S.A.,TELLO,CAMPOS TELLO Y LA JAGUA,0.709,0.701,0.703,0.68,0.682,0.684,0.665,0.656,0.645,0.635,0.663,0.65
HUILA,PAICOL,HOCOL S.A.,LA CAÑADA NORTE,RIO PAEZ,1.249,1.228,0.954,1.298,1.34,1.286,1.074,1.306,1.414,1.317,1.197,1.159
HUILA,PALERMO,ECOPETROL S.A.,PALERMO,PALERMO,0.374,0.36,0.341,0.337,0.326,0.36,0.459,0.446,0.296,0.368,0.32,0.318
HUILA,PALERMO,ECOPETROL S.A.,SAN FRANCISCO,PALERMO,0,0,0,0,0,0.025,0,0,0,0,0,0
HUILA,PALERMO,ECOPETROL S.A.,SANTA CLARA,PIJAO-POTRERILLO,0.764,0.836,0.835,0.747,0.719,0,0,0.396,0.568,0.334,0.357,0.783
HUILA,TESALIA,HOCOL S.A.,LA HOCHA,RIO PAEZ,2.074,1.985,1.757,1.44,1.624,1.899,1.972,1.632,1.483,1.431,1.583,1.589
HUILA,VILLAVIEJA,ECOPETROL S.A.,LOMA LARGA,PIJAO-POTRERILLO,0.195,0.197,0.238,0.196,0.168,0,0,0.337,0.354,0.352,0.361,0.422
HUILA,YAGUARA,ECOPETROL S.A.,YAGUARA,HOBO,0.742,0.75,0.704,0.713,0.713,0.691,0.693,0.706,0.712,0.729,0.747,0.778
MAGDALENA,ARIGUANI,PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,EL DIFÍCIL,EL DIFÍCIL,1.65,1.792,5.555,8.161,9.43,9.129,9.952,9.559,9.724,10.357,11.813,11.83
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,COTORRA,E&P GUAMA,0,0,0,0,0,0,0,0,0,0,0.739,1.064
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,MANAMO,E&P GUAMA,0.363,0.472,0,0,0,0,1.33,1.456,1.42,1.688,1.139,0
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,PEDERNALITO,E&P GUAMA,0,0,0.13,0.878,1.263,1.44,0.326,0,0,0,0,0.918
META,ACACIAS,ECOPETROL S.A.,AKACIAS,CPO 9,0.208,0.15,0.149,0.192,0.204,0.202,0.229,0.186,0.171,0.09,0.064,0.141
META,ACACIAS,ECOPETROL S.A.,CHICHIMENE,CUBARRAL,3.646,3.38,3.515,3.914,3.702,3.615,5.884,5.263,6.233,6.015,4.886,0
META,BARRANCA DE UPIA,PERENCO COLOMBIA LIMITED,CHÁCHARO,CERRERO,0.087,0.028,0.002,0,0,0,0,0,0,0,0,0
META,BARRANCA DE UPIA,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,CORCEL C,CORCEL,0.135,0.14,0.141,0.135,0.14,0.137,0.137,0.141,0.141,0.138,0.138,0.135
META,BARRANCA DE UPIA,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,ESPADARTE,CORCEL,0.07,0.102,0.11,0.096,0.052,0.056,0.055,0.047,0.031,0.027,0.023,0.021
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,ARDILLA,GUATIQUIA,0.101,0.106,0.023,0,0,0,0,0,0,0,0,0
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,AVISPA,GUATIQUIA,0,0.167,0.28,0.412,0.591,0.57,0.685,0.763,0.758,0.78,0.824,0.866
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,CANDELILLA,GUATIQUIA,0.751,0.73,0.747,0.721,0.703,0.67,0.646,0.615,0.606,0.501,0.452,0.467
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,CEIBO,GUATIQUIA,0.279,0.283,0.271,0.265,0.239,0.232,0.258,0.297,0.354,0.345,0.331,0.308
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,COBRA,CORCEL,0.028,0.025,0.025,0.024,0.024,0.023,0.023,0.024,0.024,0.023,0.023,0.022
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,CORCEL D,CORCEL,0.038,0.039,0.039,0.037,0.038,0.037,0.037,0.037,0.037,0.034,0.034,0.034
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,CORCEL E,CORCEL,0.022,0.026,0.025,0.023,0.024,0.024,0.024,0.025,0.025,0.024,0.024,0.023
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,ESPADARTE,CORCEL,0,0,0,0,0,0,0,0.037,0.024,0.012,0.008,0.008
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,YATAY,GUATIQUIA,0.531,0.534,0.526,0.517,0.494,0.427,0.411,0.385,0.39,0.378,0.403,0.415
META,CASTILLA NUEVA,ECOPETROL S.A.,CHICHIMENE SW,CUBARRAL,0,0,0.326,0,0,0,0,0,0,0,0,0
META,GUAMAL,ECOPETROL S.A.,CHICHIMENE SW,CUBARRAL,1.543,0.347,0,0.617,0.83,1.188,1.62,1.696,2.186,2.206,2.283,0
META,PUERTO GAITAN,CEPSA COLOMBIA S.A.,CARACARA SUR A,CARACARA,0,0,0,0,0,0,0,0.474,0.484,0.78,0.603,0.625
META,PUERTO GAITAN,CEPSA COLOMBIA S.A.,CARACARA SUR B Y C,CARACARA,0,0,0,0,0,0,0,0.172,0.286,0.506,0.388,0.397
META,PUERTO GAITAN,HOCOL S.A.,PINTADO,GUARROJO,0.041,0.041,0.039,0.039,0.032,0.041,0.02,0.011,0.007,0.024,0.034,0.028
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY,APIAY,5.234,4.667,4.288,4.423,2.046,2.504,5.404,4.364,3.773,3.339,4.249,2.565
META,VILLAVICENCIO,ECOPETROL S.A.,APIAY ESTE,APIAY,0.389,0.496,0.443,0.44,0.196,0.076,0.168,0.119,0.046,0.054,0.126,0.119
META,VILLAVICENCIO,ECOPETROL S.A.,AUSTRAL,APIAY,0.39,0.022,0.06,0.069,0.006,0.009,0.007,0.015,0.049,0.139,0.133,0.03
META,VILLAVICENCIO,ECOPETROL S.A.,GAVAN,APIAY,0.029,0.027,0.117,0.185,0.319,0.402,0.659,0.52,0.478,0.369,0.457,0.537
META,VILLAVICENCIO,ECOPETROL S.A.,GUATIQUIA,APIAY,1.554,1.43,2.149,1.248,0.93,0.803,0.522,0.577,1.255,1.32,1.199,2.968
META,VILLAVICENCIO,ECOPETROL S.A.,LIBERTAD,APIAY,0.122,0.55,0.464,0.62,0.319,0.356,0.344,0.227,0.183,0.148,0,0
META,VILLAVICENCIO,ECOPETROL S.A.,LIBERTAD NORTE,APIAY,0.88,0.27,0.363,0.216,0.501,0.459,0.479,0.584,0.361,0.316,0.422,0.421
META,VILLAVICENCIO,ECOPETROL S.A.,POMPEYA,APIAY,0.006,0.003,0.006,0.011,0.008,0.007,0.181,0.299,0.207,0.135,0.62,0.253
META,VILLAVICENCIO,ECOPETROL S.A.,SURIA,APIAY,1.968,2.474,1.943,1.687,1.955,1.995,3.144,3.012,2.277,2.058,1.716,1.515
META,VILLAVICENCIO,ECOPETROL S.A.,SURIA SUR,APIAY,5.782,5.848,6.23,6.116,2.594,1.018,5.048,4.555,4.996,5.009,5.026,5.185
META,VILLAVICENCIO,ECOPETROL S.A.,TANANE,APIAY,0.225,0.119,0.142,0.164,0.173,0.229,0.509,0.147,0.081,0.032,0.12,0.482
NARIÑO,IPIALES,ECOPETROL S.A.,SUCUMBIOS,ORITO,2.396,1.878,1.76,1.698,1.745,2.348,2.27,1.503,1.805,1.45,1.45,1.45
NORTE DE SANTANDER,CUCUTA,PACIFIC STRATUS ENERGY COLOMBIA CORP,CERRITO,CERRITO,0.379,0.376,0.376,0.372,0.376,0.371,0.368,0.361,0.363,0.353,0.381,0.35
NORTE DE SANTANDER,CUCUTA,ECOPETROL S.A.,ORIPAYA,URIBANTE,0,0,0,0.673,1.574,1.619,1.758,2.36,2.613,2.176,2.364,2.618
NORTE DE SANTANDER,CUCUTA,ECOPETROL S.A.,RIO ZULIA,RIO ZULIA,0.364,0.363,0.356,0.335,0.308,0.313,0.305,0.301,0.28,0.301,0.298,0.311
NORTE DE SANTANDER,SARDINATA,WELL LOGGING,CERRO GORDO,CARBONERA,0.644,0.738,0.662,0.713,0.584,0.617,0.647,0.639,0.666,0.314,0.623,0.629
NORTE DE SANTANDER,TIBU,ECOPETROL S.A.,SARDINATA,TIBU,0.932,1.095,0.852,0.863,0.874,0.777,0.82,0.854,0.841,0.765,0.694,0.685
NORTE DE SANTANDER,TIBU,ECOPETROL S.A.,TIBÚ,TIBU,1.514,1.568,1.433,1.217,1.277,1.334,1.148,1.058,1.068,0.815,0.912,1.061
PUTUMAYO,MOCOA,GRAN TIERRA ENERGY COLOMBIA LTD,MOQUETA,CHAZA,1.994,2.05,1.427,1.485,1.587,1.532,1.692,1.656,1.471,1.785,1.88,1.25
PUTUMAYO,MOCOA,GRAN TIERRA ENERGY COLOMBIA LTD,TOROYACO,SANTANA,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0,0,0,0
PUTUMAYO,MOCOA,ECOPETROL S.A.,TOROYACO,SANTANA ECOPETROL,0,0,0,0,0,0,0,0.003,0.002,0.003,0.003,0.003
PUTUMAYO,ORITO,ECOPETROL S.A.,CARIBE,ORITO,0.827,0.841,0.816,0.321,0.377,0.434,0.435,0.47,0.436,0.355,0.374,0.378
PUTUMAYO,ORITO,ECOPETROL S.A.,CHURUYACO,ORITO,0.535,0.534,0.543,0.523,0.608,0.463,0.574,0.538,1.047,1.114,1.086,1.067
PUTUMAYO,ORITO,UNION TEMPORAL II&B,NANCY,"CDND/I NANCY, BURDINE, MAXINE",0.015,0.022,0.03,0.016,0.063,0.043,0,0,0,0,0,0
PUTUMAYO,ORITO,ECOPETROL S.A.,ORITO,ORITO,8.091,6.087,8.438,8.679,8.636,8.412,8.772,9.139,8.011,7.585,7.421,7.181
PUTUMAYO,ORITO,ECOPETROL S.A.,SAN ANTONIO,ORITO,0.131,0.151,0.172,0.229,0.272,0.193,0.237,0.103,0.028,0.02,0.098,0.11
PUTUMAYO,ORITO,ECOPETROL S.A.,SUCIO,ORITO,0.686,0.766,0.737,0.291,0.049,0,0,0,0,0.046,0.778,0.781
PUTUMAYO,PUERTO ASIS,PETROTESTING COLOMBIA S.A.,COHEMBI,SURORIENTE,0.977,0.977,0.934,0,0,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,COHEMBI,SURORIENTE,0,0,0,0.842,0.771,0.63,0.588,0.719,0.818,0.61,0.511,0.58
PUTUMAYO,PUERTO ASIS,AMERISUR EXPLORACION COLOMBIA LTD,PLATANILLO,PLATANILLO,1.008,0.628,0.62,0.99,1.173,1.145,1.165,1.156,1.311,1.143,1.241,1.284
PUTUMAYO,PUERTO ASIS,ECOPETROL S.A.,QUILILI,ORITO,0.285,0.31,0.31,0.306,0.259,0.212,0.238,0.059,0.06,0.059,0.058,0.059
PUTUMAYO,PUERTO ASIS,PETROTESTING COLOMBIA S.A.,QUILLACINGA,SURORIENTE,0.861,0.822,0.751,0,0,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,QUILLACINGA,SURORIENTE,0,0,0,0.739,0.733,0.226,0.414,0.483,0.757,0.526,0.627,0.58
PUTUMAYO,PUERTO ASIS,PETROTESTING COLOMBIA S.A.,QUINDE,SURORIENTE,0.701,0.609,0.405,0,0,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,QUINDE,SURORIENTE,0,0,0,0.465,0.368,0.319,0.325,0.261,0.126,0.1,0.132,0.117
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,CENCELLA,ORITO,0,0,0,0,0,0,0,0.005,0.003,0.001,0,0
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,MANSOYA,ORITO,0,0,0,0.029,0.055,0.036,0.011,0.013,0.005,0.005,0.004,0.001
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,SIBUNDOY,ORITO,3.673,0,0,0.073,0.024,0.093,0.18,0.038,0.014,0.015,0.006,0
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,YURILLA,ORITO,1.337,4.055,3.56,1.143,1.079,0.435,1.016,0.052,0.084,0.094,0.077,0.012
PUTUMAYO,SAN MIGUEL,ECOPETROL S.A.,ACAE SAN MIGUEL,ORITO,1.187,1.344,1.31,1.203,0.861,0.649,0.488,0.396,0.195,0.245,0.265,0.248
PUTUMAYO,SAN MIGUEL,ECOPETROL S.A.,LORO,ORITO,0.585,0.627,0.655,0.369,0.323,0.313,0.287,0.457,0.199,0.216,0.215,0
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,HORMIGA,ORITO,0.107,0.152,0.142,0.123,0.053,0.055,0.062,0.125,0.077,0.074,0.077,0.074
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,LORO,ORITO,0,0,0,0,0,0,0,0,0,0,0,0.188
PUTUMAYO,VILLAGARZON,EMERALD ENERGY PLC SUCURSAL COLOMBIA,AGAPANTO,MARANTA,0.008,0.01,0.011,0.001,0,0,0,0,0,0,0,0
PUTUMAYO,VILLAGARZON,GRAN TIERRA ENERGY COLOMBIA LTD,COSTAYACO,CHAZA,1.946,1.885,2.054,1.908,1.928,1.599,1.909,2.051,1.957,1.965,2.043,2.014
PUTUMAYO,VILLAGARZON,GRAN TIERRA ENERGY COLOMBIA LTD,JUANAMBU,GUAYUYACO,0.051,0.052,0.054,0.05,0.055,0.059,0.057,0.055,0.068,0.077,0.078,0.076
PUTUMAYO,VILLAGARZON,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MIRTO,MIRTO E&P,0.045,0.023,0.023,0,0,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,GALA,DE MARES,0.259,0.283,0.309,0.275,0.303,0.334,0.299,0.307,0.266,0.27,0.271,0.256
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,GALÁN,DE MARES,0.051,0.053,0.052,0.052,0.052,0.052,0.051,0.052,0.052,0.052,0.052,0.052
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,LLANITO,DE MARES,1.153,1.248,1.223,1.076,1.052,1.088,0.986,1.032,0.905,0.87,0.901,0.88
SANTANDER,CIMITARRA,COMPAÑIA OPERADORA PETROCOLOMBIA S.A.S - COPP,OPÓN,OPÓN,2.222,2.24,2.208,1.692,2.144,1.8,1.665,2.244,2.161,1.252,2.231,2.267
SANTANDER,PENDIENTE CERTIFICADO IGAC,ECOPETROL S.A.,LISAMA-NORTE,Convenio de Explotación Lisama-Nutria,0,0,0,0.022,0.061,0.064,0.069,0.14,0.105,0.034,0.023,0.036
SANTANDER,PUERTO WILCHES,ECOPETROL S.A.,GARZAS,MAGDALENA MEDIO-YARIGUI-GARZAS,0.063,0.062,0.062,0.145,0.158,0.16,0.162,0.261,0.319,0.322,0.322,0.321
SANTANDER,PUERTO WILCHES,ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,2.239,2.123,2.21,2.021,1.89,1.801,1.913,1.884,1.765,1.748,1.583,1.753
SANTANDER,RIONEGRO,ECOPETROL S.A.,BONANZA,PROVINCIA P SUR,0.962,0.962,0.961,0.961,1.001,1.396,1.39,1.78,2.094,2.203,2.222,2.146
SANTANDER,RIONEGRO,PETROLEOS DEL NORTE S.A,COLÓN,LA PALOMA,0.017,0.017,0.017,0.014,0.014,0.017,0.019,0.038,0.015,0.026,0.028,0.023
SANTANDER,RIONEGRO,AMERISUR EXPLORACION COLOMBIA LTD,FENIX,FENIX,0,0,0,0,0,0,0,0.001,0,0.001,0,0
