Departamento,Municipio,Operadora,Campo,Contrato,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,CAÑO LIMÓN,CRAVO NORTE,0,0,0,0,0,0,0,0,0,0,0,1.455
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,CAÑO RONDÓN,RONDÓN,0,1.17,1.156,1.131,0.89,0.869,0,0.259,0.725,0.705,0.603,0.698
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,CAÑO RONDON ESTE,RONDÓN,1.16,0,0,0,0,0,0,0,0,0,0,0
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,CARICARE,RONDÓN,1.603,1.55,1.588,1.359,1.597,1.635,0,0.517,1.66,1.45,1.128,1.322
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,CHIPIRÓN,CHIPIRÓN,0,0,0,0,0,0,0,0,0,0,0,0.895
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,JIBA UNIFICADO,CHIPIRÓN,0.026,0.025,0.019,0.017,0.016,0.011,0,0.003,0.011,0.013,0.009,0.015
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,MORROCOY,COSECHA,0.049,0.046,0.041,0.05,0.035,0.029,0,0.011,0.025,0.025,0.025,0.024
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,REDONDO,CRAVO NORTE,0.041,0.04,0.046,0.042,0.041,0.029,0,0.017,0.091,0.191,0.153,0.17
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,REDONDO ESTE,CRAVO NORTE,0.003,0.002,0.002,0.002,0.002,0,0,0,0,0,0,0
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,REX,COSECHA,0.029,0.011,0,0,0,0,0,0,0,0,0,0
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,TERECAY,COSECHA,0.167,0.217,0.226,0.212,0.251,0.238,0,0.069,0.244,0.271,0.253,0.282
ARAUCA,SARAVENA,ECOPETROL S.A.,ARAUCA,ARAUCA,0.034,0.034,0.034,0.027,0.034,0.036,0.036,0.036,0.036,0.036,0.035,0.036
ATLANTICO,SABANALARGA,LEWIS ENERGY COLOMBIA INC,BULLERENGUE,SSJN-1,0,0.363,0.019,0,0,0,0,0,0,0.136,0,2.459
BOLIVAR,CANTAGALLO,ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,3.558,3.464,3.606,3.776,3.867,4.044,4.253,4.589,4.691,4.755,4.589,4.715
BOLIVAR,CICUCO,ECOPETROL S.A.,CICUCO,CICUCO BOQUETE,1.082,1.144,1.142,1.249,1.219,1.639,1.74,1.861,1.835,1.733,1.796,1.788
BOLIVAR,TALAIGUA NUEVO,ECOPETROL S.A.,BOQUETE,CICUCO BOQUETE,0.086,0.092,0.115,0.145,0.103,0.118,0.126,0.119,0.146,0.135,0.113,0.119
BOYACA,CORRALES,UNION TEMPORAL OMEGA ENERGY,CORRALES,BUENAVISTA,8.693,8.784,8.135,7.741,7.75,7.148,6.475,5.141,4.89,4.743,3.478,3.261
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,ABARCO,NARE,0.209,0.196,0.189,0.181,0.206,0.189,0.223,0.204,0.208,0.186,0.204,0.177
BOYACA,PUERTO BOYACA,ECOPETROL S.A.,CAIPAL,PALAGUA,0.164,0.169,0.175,0.186,0.195,0.201,0.206,0.215,0.225,0.233,0.226,0.234
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,GIRASOL,NARE,0.665,0.645,0.596,0.601,0.609,0.618,0.549,0.536,0.579,0.577,0.57,0.498
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,JAZMIN,NARE,0.843,0.861,0.834,0.849,0.823,0.854,0.872,0.864,0.846,0.818,0.808,0.784
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,MORICHE,NARE,0.55,0.557,0.564,0.547,0.519,0.524,0.532,0.534,0.543,0.55,0.538,0.544
BOYACA,PUERTO BOYACA,ECOPETROL S.A.,PALAGUA,PALAGUA,3.822,3.769,3.863,4.043,3.964,4.076,4.082,3.815,3.819,3.713,3.841,3.897
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,UNDERRIVER,NARE,0.173,0.183,0.183,0.206,0.126,0.138,0.174,0.163,0.154,0.169,0.159,0.171
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,VELASQUEZ,GUAGUAQUI - TERAN,0.557,0.563,0.581,0.58,0.602,0.544,0.544,0.543,0.587,0.604,0.538,0.606
BOYACA,TOPAGA,UNION TEMPORAL OMEGA ENERGY,BOLÍVAR,BUENAVISTA,0.002,0,0,0,0,0,0,0,0.002,0.002,0.001,0.001
BOYACA,TOPAGA,UNION TEMPORAL OMEGA ENERGY,YEKOTA,BUENAVISTA,0,0,0,0,0,0,0,0,0,0,0,0.002
CASANARE,AGUAZUL,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,BAZAR,LLA 26,0,0,0,0,0,0,0,0,0,0,0,0.112
CASANARE,AGUAZUL,ECOPETROL S.A.,CUPIAGUA,ECOP-SDLA-OP-DIRECTA,572.755,551.284,534.923,456.526,579.964,538.696,545.771,458.945,399.587,463.943,534.975,526.351
CASANARE,AGUAZUL,EQUION ENERGÍA LIMITED,CUPIAGUA LIRIA,RECETOR,176.855,182.241,141.937,143.081,174.849,173.317,170.496,168.407,140.73,134.6,132.186,155.108
CASANARE,AGUAZUL,ECOPETROL S.A.,CUPIAGUA SUR,ECOP-SDLA-OP-DIRECTA,228.956,224.735,140.511,217.749,201.431,207.728,209.715,205.526,206.803,201.526,207.332,208.199
CASANARE,AGUAZUL,EQUION ENERGÍA LIMITED,CUSIANA NORTE,CUSIANA NORTE,182.538,190.824,175.661,173.138,203.167,201.253,205.686,202.21,227.583,242.11,228.427,224.276
CASANARE,AGUAZUL,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LA CASONA,EL EDEN,0,1.624,1.638,1.662,1.784,1.769,2.013,2.028,2.077,2.112,2.283,2.571
CASANARE,AGUAZUL,PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,1.103,0.94,1.116,1.192,0.809,0.686,0.71,0.747,0.708,1.016,0.638,0.613
CASANARE,AGUAZUL,EQUION ENERGÍA LIMITED,PAUTO SUR RECETOR,RECETOR,17.636,16.778,13.447,0,0,0,0,0,0,0,0,0
CASANARE,AGUAZUL,CEPSA COLOMBIA S.A.,RAMIRIQUI,LLA 22,2.203,2.185,2.085,2.472,2.568,2.768,2.723,2.7,2.653,2.704,2.572,2.431
CASANARE,AGUAZUL,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,RUMBA,LLA 26,0,0,0,0,0,0,0.003,0,0.007,0.103,0.157,0.073
CASANARE,MANI,P1 ENERGY DELTA CORP. SUCURSAL COLOMBIA,BANDOLA,LLA 32,0.044,0,0,0,0,0,0,0,0,0,0,0
CASANARE,MANI,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CAMPO RICO,0.011,0.011,0.011,0.01,0.01,0.01,0.01,0.01,0.009,0.009,0.009,0.009
CASANARE,MANI,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CENTAURO SUR,CAMPO RICO,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002
CASANARE,MANI,OMNIA.ENERGY INC. SUCURSAL COLOMBIA EN REORGANIZACIÓN,FLAMI,LLA 27,0,0,0,0,0.039,0.036,0.022,0.008,0.003,0.001,0.001,0.001
CASANARE,MANI,PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,0.481,0.591,0.214,0.349,0.676,0.609,0.667,0.626,0.533,0,0.266,0.242
CASANARE,MANI,ECOPETROL S.A.,LA PUNTA,LA PUNTA - CDND/I,0.086,0.115,0.113,0.115,0.121,0.125,0.123,0.115,0.025,0,0,0
CASANARE,MANI,P1 ENERGY DELTA CORP. SUCURSAL COLOMBIA,MANICEÑO,LLA 32,0.036,0,0,0,0,0,0,0,0,0,0,0
CASANARE,MANI,ECOPETROL S.A.,SANTIAGO,UPIA,0.118,0.127,0.14,0.13,0.129,0.127,0.131,0.128,0.128,0.131,0.127,0.129
CASANARE,MONTERREY,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,Canaguay,CANAGUARO,0.623,1.315,1.274,1.224,1.201,1.124,0.999,0.955,0.866,0.753,0.353,0.226
CASANARE,MUNICIPIO NN CASANARE,PERENCO COLOMBIA LIMITED,BARQUEREÑA,CASANARE,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0
CASANARE,NUNCHIA,PERENCO COLOMBIA LIMITED,TIERRA BLANCA,CASANARE,0,0.161,0.292,0,0,0,0,0,0,0,0,0
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,CANDALAY,GARCERO,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0
CASANARE,OROCUE,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,CURITO,CASANARE ESTE,0.061,0.056,0.045,0.037,0.032,0.029,0.026,0.023,0.021,0.019,0.017,0.013
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,GUANAPALO,ESTERO,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0,0.002,0.002,0.002,0.001
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,GUARILAQUE,OROCUÉ,0.003,0.003,0.003,0.006,0.003,0.002,0.002,0.003,0.003,0.004,0.005,0.005
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,GUASAR,GARCERO,0,0,0,0.003,0.001,0.001,0,0,0.001,0.001,0,0
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,JORCAN,GARCERO,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,JORDÁN,GARCERO,0.005,0.005,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,JUAPE,LA PUNTA - CDND/I - VETRA,0.457,0.612,0.526,0.439,0.451,0.235,0.201,0.2,0.145,0.13,0.137,0.171
CASANARE,OROCUE,CANACOL ENERGY COLOMBIA SAS,LABRADOR,LLA 23,0.12,0.094,0,0,0,0,0,0,0,0,0,0
CASANARE,OROCUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,LABRADOR,LLA 23,0,0,0.084,0.087,0.09,0.301,0.952,0.924,0.904,0.875,0.727,0.294
CASANARE,OROCUE,CANACOL ENERGY COLOMBIA SAS,MALTES,LLA 23,0.002,0.003,0,0,0,0,0,0,0,0,0,0
CASANARE,OROCUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,MALTES,LLA 23,0,0,0,0.002,0.002,0.002,0.001,0.001,0.005,0.007,0.007,0.006
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,OROPÉNDOLA,OROPENDOLA,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.004
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,PARAVARE,GARCERO,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,PIRITO,GARCERO,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CASANARE,OROCUE,CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO 4,RANCHO HERMOSO,0.009,0.018,0.002,0.002,0.013,0.029,0.016,0.038,0,0,0.013,0.015
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SANTO DOMINGO,CDNDI LA PUNTA,0.406,0.349,0.298,0.263,0.082,0.043,0.165,0.154,0.034,0.302,0.307,0.297
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SANTO DOMINGO NORTE,CDNDI LA PUNTA,0.529,0.479,0.5,0.425,0.504,0.476,0.236,0.081,0.152,0.122,0.154,0.201
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,SARDINAS,GARCERO,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CASANARE,OROCUE,EMERALD ENERGY PLC SUCURSAL COLOMBIA,VIGIA SUR,CAMPO RICO,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.009,0.008,0.008,0.008
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,VIREO,OROPENDOLA,0.06,0.06,0.042,0.049,0.054,0.037,0.047,0.056,0.048,0.05,0.05,0.049
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,ABEJAS,ESTERO,0.003,0.003,0.003,0.003,0.003,0.003,0,0.003,0.003,0.003,0.003,0.003
CASANARE,PAZ DE ARIPORO,TABASCO OIL COMPANY LLC,ANDALUZ,JAGUEYES 3432-B,0.003,0,0,0,0,0,0,0,0,0,0,0
CASANARE,PAZ DE ARIPORO,PACIFIC STRATUS ENERGY COLOMBIA CORP,AZOR,ARRENDAJO,0.004,0.005,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.004,0.004
CASANARE,PAZ DE ARIPORO,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,BEGONIA,LLA 40,0.112,0.108,0.101,0.218,0.239,0.236,0.192,0.208,0.181,0.173,0.168,0.148
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,CAÑO GARZA,CASANARE,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,CAÑO GARZA ESTE,CASANARE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,CAÑO GARZA NORTE,CASANARE,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,CHAPARRITO,ESTERO,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001
CASANARE,PAZ DE ARIPORO,Geopark Cuerva Sucursal Colombia LL (HUPECOL LL CARACARA),CUERVA OESTE,LA CUERVA,0.09,0,0,0,0,0,0,0.038,0.129,0.048,0.063,0.043
CASANARE,PAZ DE ARIPORO,Geopark Cuerva Sucursal Colombia LL (HUPECOL LL CARACARA),CUERVA SUR,LA CUERVA,0.013,0,0,0,0,0,0,0.007,0.001,0,0.001,0.003
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,DOROTEA B,DOROTEA,0.33,0.318,0.357,0.28,0.254,0.239,0.221,0.191,0.204,0.192,0.194,0.169
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA B,LEONA,0.004,0.003,0.002,0.003,0.004,0.006,0.006,0.005,0.004,0.004,0.002,0.003
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA B SUR,LEONA,0.013,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.017,0.019,0.02
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA C,LEONA,0.004,0,0,0,0.004,0.002,0.003,0.005,0.005,0.002,0.002,0.002
CASANARE,PAZ DE ARIPORO,PACIFIC STRATUS ENERGY COLOMBIA CORP,YAGUAZO,ARRENDAJO,0.019,0.029,0.034,0.049,0.08,0.1,0.092,0.106,0.106,0.1,0.119,0.087
CASANARE,PAZ DE ARIPORO,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),YAMÚ,YAMU,0.009,0.009,0.009,0,0,0,0,0,0,0,0,0.002
CASANARE,PENDIENTE CERTIFICADO IGAC,EQUION ENERGÍA LIMITED,PAUTO SUR RECETOR,RECETOR,0,0,0,13.214,17.658,16.37,16.366,15.877,15.94,15.236,15.223,15.086
CASANARE,PORE,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),CARUPANA,YAMU,0.025,0.024,0.022,0.001,0,0,0,0,0,0.001,0,0
CASANARE,PORE,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,KONA,LLA 16,0.287,0.201,0.201,0.165,0.139,0.138,0.197,0.197,0.194,0.167,0.159,0.159
CASANARE,PORE,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),POTRILLO,YAMU,0.01,0.009,0.009,0,0,0,0,0,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,ADALIA,LLA 30,0.003,0.024,0.029,0.016,0.007,0.019,0.02,0.013,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,BARQUEREÑA,CASANARE,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,CAÑO GANDUL,COROCORA,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,CRAVO ESTE,CASANARE,0.204,0.132,0.121,0.118,0.102,0.119,0.143,0.151,0.163,0.173,0.177,0.176
CASANARE,SAN LUIS DE PALENQUE,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,CURITO,CASANARE ESTE,0.048,0.044,0.035,0.029,0.025,0.023,0.02,0.018,0.017,0.015,0.014,0.01
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,GUANAPALO,ESTERO,0,0,0,0,0,0,0.001,0.002,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,LA FLORA,CASANARE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002
CASANARE,SAN LUIS DE PALENQUE,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LAS MARACAS,LOS OCARROS,0,1.223,0.956,0.945,0.909,0.814,0.945,1.123,1.095,0.708,0.751,0.626
CASANARE,SAN LUIS DE PALENQUE,CANACOL ENERGY COLOMBIA SAS,LEONO,LLA 23,0.059,0.057,0,0,0,0,0,0,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,LEONO,LLA 23,0,0,0.062,0.061,0.059,0.057,0.052,0.049,0.043,0.038,0.031,0.023
CASANARE,SAN LUIS DE PALENQUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,PANTRO,LLA 23,0,0,0,0,0,0,0,0.078,0.049,0.039,0.036,0.032
CASANARE,SAN LUIS DE PALENQUE,PACIFIC STRATUS ENERGY COLOMBIA CORP,PETIRROJO,CUBIRO,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,REMACHE NORTE,COROCORA,0.078,0.075,0.076,0.076,0.074,0.07,0.052,0.063,0.057,0.06,0.068,0.068
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,REMACHE SUR,COROCORA,0.112,0.11,0.138,0.159,0.19,0.19,0.149,0.186,0.197,0.195,0.191,0.193
CASANARE,TAURAMENA,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,Canaguay,CANAGUARO,0.731,0.074,0.051,0.023,0.008,0.086,0.129,0.112,0.101,0.098,0.06,0.059
CASANARE,TAURAMENA,P1 ENERGY DELTA CORP. SUCURSAL COLOMBIA,CARMENTEA,LLA 32,0.264,0,0,0,0,0,0,0,0,0,0,0
CASANARE,TAURAMENA,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CARMENTEA,LLA 32,0,0.223,0.203,0.234,0.294,0,0,0,0,0,0,0
CASANARE,TAURAMENA,VERANO ENERGY (BARBADOS) LIMITED,CARMENTEA,LLA 32,0,0,0,0,0,0.236,0.193,0.18,0.17,0.143,0.159,1.22
CASANARE,TAURAMENA,EQUION ENERGÍA LIMITED,CUSIANA,RÍO CHITAMENA,25.353,26.941,28.332,26.795,37.795,35.519,35.509,33.919,30.351,30.709,32.921,33.917
CASANARE,TAURAMENA,EQUION ENERGÍA LIMITED,CUSIANA,TAURAMENA,230.019,233.109,237.129,224.194,230.722,219.734,212.362,202.931,209.908,196.063,197.625,192.303
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),TARO TARO,LLA 34,0.128,0.129,0.176,0.055,0.117,0.185,0.19,0.197,0.195,0.197,0.2,0.192
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),TILO,LLA 34,0,0,0,0.002,0.002,0.002,0.002,0.003,0.004,0.014,0.043,0.066
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),TUA,LLA 34,0.239,0.245,0.343,0.419,0.473,0.478,0.475,0.475,0.482,0.534,0.558,0.585
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,COREN,COROCORA,0.019,0.019,0.019,0.018,0.019,0.019,0.002,0.02,0.017,0.019,0.021,0.02
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,COROCORA,COROCORA,0.025,0.028,0.026,0.039,0.029,0.033,0.004,0.034,0.034,0.035,0.03,0.029
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,PALMARITO,GARCERO,0.004,0.004,0.004,0.004,0.004,0.004,0.002,0.003,0.003,0.004,0.004,0.004
CASANARE,TRINIDAD,PACIFIC STRATUS ENERGY COLOMBIA CORP,PETIRROJO,CUBIRO,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.002,0.002
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,SIRENAS,GARCERO,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,TOROS,ESTERO,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,TRINIDAD,YALEA,0.027,0.024,0.018,0.023,0.022,0.022,0.021,0.007,0.008,0.02,0.006,0.006
CASANARE,TRINIDAD,LEWIS ENERGY COLOMBIA INC,TULIPÁN,GUACHIRIA SUR,0.033,0,0,0,0,0,0,0,0,0,0,0
CASANARE,VILLA NUEVA,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,AKIRA,CABRESTERO,0,0,0,0,0,0.095,0,0,0,0,0,0
CASANARE,VILLA NUEVA,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,CARUTO,CORCEL,0,0.185,0.188,0.174,0.181,0.151,0.167,0.155,0.161,0.167,0.168,0.156
CASANARE,VILLA NUEVA,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,KITARO,CABRESTERO,0.005,0,0,0,0,0,0,0.528,0,0,0,0
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,FLOREÑA,PIEDEMONTE,32.987,32.424,31.611,0,0,43.327,35.792,55.217,51.848,56.69,55.126,65.857
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,FLOREÑA MIRADOR,PIEDEMONTE,11.151,7.048,9.672,0,0,7.489,6.109,7.963,10.163,10.73,10.734,22.188
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,LA GLORIA NORTE,CASANARE,0.828,0.816,0.727,0.753,0.718,0.651,0.637,0.676,0.679,0.626,0.779,1.091
CASANARE,YOPAL,EMERALD ENERGY PLC SUCURSAL COLOMBIA,LAS ACACIAS,CAMPO RICO,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
CASANARE,YOPAL,EMERALD ENERGY PLC SUCURSAL COLOMBIA,LOS POTROS,CAMPO RICO,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.002,0,0,0,0
