Departamento,Municipio,Operadora,Campo,Contrato,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
TOLIMA,MELGAR,PERENCO COLOMBIA LIMITED,GUANDO SW,BOQUERÓN,0.647,0.596,0.587,0.634,0.633,0.624,0.611,0.585,0.558,0.511,0.502,0.484
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,GUARILAQUE,OROCUÉ,0.005,0,0,0,0,0,0,0,0,0,0,0
META,PUERTO GAITAN,HOCOL S.A.,GUARROJO,GUARROJO,0,0,0,0,0,0,0,0,0.004,0.004,0.005,0.004
META,VILLAVICENCIO,ECOPETROL S.A.,GUATIQUIA,APIAY,3.429,3.119,3.488,3.912,3.467,2.868,3.137,3.348,1.4,1.622,0.993,2.201
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,GUAYUYACO,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.011,0.004,0.003,0.004,0.003
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,HORMIGA,ORITO,0.081,0.079,0.08,0.08,0.08,0.08,0.079,0.072,0.079,0.079,0.08,0.075
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,INFANTAS,DE MARES,0,0,0,0,0,0,0,0,0,4.674,0,0
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,INFANTAS,LA CIRA INFANTAS,0,0,0,0,1.113,0,1.386,1.085,1.291,1.428,0.872,0.644
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,JAZMIN,NARE,0.779,0.773,0.754,0.862,1.002,1.278,1.312,1.302,1.431,1.396,1.476,1.604
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,JIBA UNIFICADO,CHIPIRÓN,0.014,0.013,0.014,0.015,0.014,0.014,0.006,0.006,0.015,0.015,0.011,0.012
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,JORCAN,GARCERO,0.001,0,0,0,0,0,0,0,0,0,0,0
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,JORDÁN,GARCERO,0.005,0,0,0,0,0,0,0,0,0,0,0
PUTUMAYO,VILLAGARZON,GRAN TIERRA ENERGY COLOMBIA LTD,JUANAMBU,GUAYUYACO,0.074,0.067,0.063,0.067,0.073,0.071,0.066,0.064,0.058,0.051,0.052,0.045
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,JUAPE,LA PUNTA - CDND/I - VETRA,0.164,0.165,0.183,0.188,0.176,0.169,0.165,0.158,0.084,0.084,0.085,0.084
CASANARE,TAURAMENA,VERANO ENERGY (BARBADOS) LIMITED,KANANASKIS,LLA 32,0,0.584,2.036,1.248,0,0.056,0,0.012,0,0.006,0.153,0
CORDOBA,SAHAGUN,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,KATANA,ESPERANZA,0.01,0.008,0.007,0.01,0.008,0.008,0.01,0.007,0.009,0.008,0.008,0.009
META,CABUYARO,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,KATMANDÚ NORTE,CERRERO,0,0,0,0,0,0,0,0,0,0,0,0.529
META,CABUYARO,PERENCO COLOMBIA LIMITED,KATMANDÚ NORTE,CERRERO,0,0,0,0,0,0,0,0,0,0.694,0.385,0
CASANARE,PORE,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,KONA,LLA 16,0.133,0,0,0,0,0,0,0.111,0.12,0.12,0.122,0.12
HUILA,PAICOL,HOCOL S.A.,LA CAÑADA NORTE,RIO PAEZ,1.101,1.14,1.329,1.459,1.434,1.568,1.628,1.639,1.67,0.186,0.702,1.44
CASANARE,AGUAZUL,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LA CASONA,EL EDEN,2.174,2.078,1.362,1.611,0.926,0.746,0.676,0.472,0.015,0,0,0
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,LA CIRA,LA CIRA INFANTAS,0,0,0,0,4.581,0,4.391,4.399,4.066,4.674,4.339,4.533
SUCRE,LOS PALMITOS,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,LA CRECIENTE,7.787,9.858,14.03,12.127,8.587,8.363,8.063,8.221,7.691,7.331,7.154,6.351
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,LA CRECIENTE,49.342,48.137,44.663,44.13,42.009,38.59,37.98,28.484,28.917,28.185,28.488,28.36
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE D,LA CRECIENTE,0,0,0.004,0,0,0,0,0,0,0,0,0
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE I,LA CRECIENTE,0,0,0,0,0,0,0.676,4.213,4.039,4.766,1.765,2.026
CESAR,GAMARRA,LEWIS ENERGY COLOMBIA INC,La Estancia,VMM 1,1.171,1.212,1.217,0.689,0,0,0,0,0.615,0,2.394,0.86
CASANARE,AGUAZUL,PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,0.57,0.42,0.386,0.382,0.371,0.373,0.38,0.377,0.385,0.273,0.353,0.283
CASANARE,MANI,PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,0.244,0.239,0.224,0.221,0.225,0.232,0.239,0.236,0.224,0.2,0.285,0.344
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,LA GLORIA NORTE,CASANARE,0.838,0.687,0.674,0.418,0.164,0.188,0.168,0.304,0.359,0.298,0.418,0.392
HUILA,TESALIA,HOCOL S.A.,LA HOCHA,RIO PAEZ,1.419,1.308,1.395,1.346,1.649,1.372,1.304,1.377,1.404,1.165,0.974,1.017
CASANARE,MANI,ECOPETROL S.A.,LA PUNTA,LA PUNTA - CDND/I,0,0,0.027,0.068,0.089,0.081,0.086,0.09,0.099,0.079,0.075,0.076
CASANARE,OROCUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,LABRADOR,LLA 23,0.412,0.407,0.326,0.309,0.291,0.271,0.172,0.13,0.137,0.133,0.113,0.087
CASANARE,SAN LUIS DE PALENQUE,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LAS MARACAS,LOS OCARROS,0.572,0.61,0.533,0.598,0.572,0.531,0.517,0.512,0.56,0.975,0.848,0.8
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA B,LEONA,0.004,0.004,0.003,0.002,0,0.001,0.001,0.001,0.003,0.011,0.015,0.017
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA B SUR,LEONA,0.019,0.019,0.018,0.018,0.017,0.017,0.016,0.016,0.017,0.018,0.017,0.017
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA C,LEONA,0.002,0.001,0.001,0.002,0.004,0.005,0.005,0.005,0.004,0.005,0.004,0.005
CASANARE,SAN LUIS DE PALENQUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,LEONO,LLA 23,0.022,0.021,0.02,0.018,0.016,0.008,0,0,0,0,0,0
META,VILLAVICENCIO,ECOPETROL S.A.,LIBERTAD NORTE,APIAY,0.425,0.291,0.066,0,0,0,0,0,0,0,0,0.14
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,LIEBRE,EL PIÑAL,0.111,0.101,0.069,0.073,0.082,0.08,0.079,0.11,0.107,0.102,0.072,0.073
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,LISAMA,DE MARES,3.205,3.011,2.942,2.382,2.529,3.018,2.832,2.645,2.825,2.727,2.59,2.346
SANTANDER,PENDIENTE CERTIFICADO IGAC,ECOPETROL S.A.,LISAMA-NORTE,Convenio de Explotación Lisama-Nutria,0.036,0.043,0.039,0.043,0,0,0,0,0,0,0,0
SANTANDER,PENDIENTE CERTIFICADO IGAC,ECOPETROL S.A.,LISAMA-NORTE,LISAMA NUTRIA,0,0,0,0,0.038,0.037,0.041,0.069,0.092,0.073,0,0
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,LISAMA-NORTE,LISAMA NUTRIA,0,0,0,0,0,0,0,0,0,0,0.046,0.045
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,LLANITO,DE MARES,0.849,0.851,0.837,0.866,0.873,0.891,0.831,0.929,0.905,0.909,0.903,0.989
HUILA,VILLAVIEJA,ECOPETROL S.A.,LOMA LARGA,PIJAO-POTRERILLO,0.508,0.526,0.413,0.641,0.74,0.971,0.925,0.777,0.87,0.731,0.669,0.619
PUTUMAYO,SAN MIGUEL,ECOPETROL S.A.,LORO,ORITO,0,0,0,0,0,0,0.028,0.025,0.078,0.026,0.027,0.026
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,LORO,ORITO,0.233,0.28,0.256,0.264,0.253,0.257,0.151,0.157,0.106,0.176,0.193,0.191
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,LOS ANGELES,TISQUIRAMA B,0.14,0.176,0.11,0.166,0.146,0.2,0.231,0.154,0.126,0.098,0,0.082
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,LOS ANGELES 12,TISQUIRAMA B,0,0,0,0,0,0,0,0,0,0,0.083,0
ARAUCA,ARAUCA,OCCIDENTAL DE COLOMBIA LLC,MACANA,CHIPIRÓN,0,0,0,0,0,0,0,0,0,0,0,0.006
CASANARE,OROCUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,MALTES,LLA 23,0.006,0.005,0.005,0.005,0.005,0.005,0.004,0.001,0,0,0,0
SUCRE,OVEJAS,HOCOL S.A.,MAMEY,SAMAN,0,0,0,0,0,0,0,0,0,0,0,11.304
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,MANÁ,MANÁ,3.832,3.813,3.907,3.752,3.468,3.504,3.589,3.574,3.413,3.173,3.485,3.16
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,MANAMO,E&P GUAMA,0,0.188,1.835,2.149,2.111,2.362,2.232,2.158,1.898,1.858,1.745,2.254
CASANARE,MANI,VERANO ENERGY (BARBADOS) LIMITED,MANICEÑO,LLA 32,0,0,0,0,0,0.009,0.031,0.038,0.049,0,0,0
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,MANSOYA,ORITO,0.005,0.004,0.005,0.004,0.007,0.003,0.003,0.003,0.002,0.003,0.003,0.003
TOLIMA,PURIFICACIÓN,HOCOL S.A.,MATACHÍN NORTE,ESPINAL,2.112,2.179,2.178,2.21,2.324,2.422,2.387,2.505,2.531,2.409,2.362,2.464
TOLIMA,PRADO,HOCOL S.A.,MATACHÍN SUR,ESPINAL,1.581,1.342,0.908,0,0.908,1.09,0.633,0.764,0.844,0.73,0.797,0.453
TOLIMA,PURIFICACIÓN,HOCOL S.A.,MATACHÍN SUR,ESPINAL,0,0.139,0.605,1.215,0.22,0,0.456,0.327,0.267,0.313,0.342,0.6
ARAUCA,ARAUCA,OCCIDENTAL DE COLOMBIA LLC,MATANEGRA OESTE,CHIPIRÓN,0.002,0,0,0,0,0,0,0,0,0,0,0
PUTUMAYO,VILLAGARZON,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MIRTO,MIRTO E&P,0,0,0,0.001,0,0,0,0,0,0,0,0
CESAR,AGUACHICA,CANACOL ENERGY COLOMBIA SAS,MONO ARAÑA,VMM 2,0.432,0.055,0,0,0,0,0,0,0,0,0,0
PUTUMAYO,MOCOA,GRAN TIERRA ENERGY COLOMBIA LTD,MOQUETA,CHAZA,1.455,1.517,1.814,2.229,2.201,2.303,2.085,2.207,2.325,1.858,1.874,2.813
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,MORICHAL,CASANARE,1.923,1.833,1.666,1.572,1.531,1.5,1.428,1.397,1.41,1.362,1.16,0.831
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,MORICHE,NARE,0.518,0.533,0.514,0.527,0.518,0.517,0.521,0.771,1.233,1.234,1.222,1.166
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,MORROCOY,COSECHA,0.001,0.019,0.026,0.039,0.036,0.062,0.015,0.038,0.075,0.062,0.052,0.045
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE SUR,NARE,0.021,0.019,0.021,0.024,0.021,0.029,0.029,0.034,0.028,0.026,0.029,0.027
CORDOBA,PUEBLO NUEVO,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,NELSON,ESPERANZA,19.631,26.672,29.818,26.499,39.846,35.822,33.565,31.529,25.278,31.07,37.596,37.812
TOLIMA,PIEDRAS,HOCOL S.A.,TOQUI TOQUI,PULI,1.293,1.294,1.231,1.219,1.224,1.194,1.179,1.176,1.271,1.284,1.3,1.253
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,NUTRIA,DE MARES,2.919,3.038,3,3.098,3.254,3.548,3.472,3.432,3.2,3.017,3.21,3.115
CORDOBA,SAHAGUN,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,OBOE,VIM 5,0,1.091,0.254,0,0,0,0,0,4.542,5.902,5.815,5.12
META,PUERTO GAITAN,HOCOL S.A.,OCELOTE,GUARROJO,0,0,0,0,0,0,0,0,0.175,0.185,0.192,0.186
SANTANDER,CIMITARRA,COMPAÑIA OPERADORA PETROCOLOMBIA S.A.S - COPP,OPÓN,OPÓN,2.158,2.023,1.938,1.875,2.071,2.03,1.239,1.959,1.973,1.861,1.092,1.671
NORTE DE SANTANDER,CUCUTA,ECOPETROL S.A.,ORIPAYA,URIBANTE,4.454,5.414,2.387,2.406,2.308,2.373,2.461,2.66,2.701,2.373,2.587,2.695
PUTUMAYO,ORITO,ECOPETROL S.A.,ORITO,ORITO,6.761,6.392,6.726,7.318,8.292,6.343,6.61,6.894,7.884,7.934,8.091,8.947
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,OROPÉNDOLA,OROPENDOLA,0.004,0.001,0,0,0,0,0,0,0,0,0,0
CESAR,AGUACHICA,CANACOL ENERGY COLOMBIA SAS,OSO PARDO,SANTA ISABEL,0.201,0.196,0.194,0.208,0.23,0.24,0.238,0.245,0.246,0.245,0.245,0.246
BOYACA,PUERTO BOYACA,ECOPETROL S.A.,PALAGUA,PALAGUA,4.008,4.037,4.152,4.367,4.021,4.004,3.88,4.018,3.908,4.018,4.16,4.149
HUILA,PALERMO,ECOPETROL S.A.,PALERMO,PALERMO,0.328,0.329,0.28,0.299,0.296,0.291,0.237,0.212,0.196,0.135,0.101,0.109
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,PALMARITO,GARCERO,0.004,0.001,0,0,0,0,0,0,0,0,0,0
CORDOBA,PUEBLO NUEVO,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,PALMER,ESPERANZA,4.439,9.235,9.416,7.212,10.646,10.431,12.765,13.68,14.41,12.913,9.093,9.432
HUILA,NEIVA,ECOPETROL S.A.,PALOGRANDE,PIJAO-POTRERILLO,0.195,0.221,0.221,0.177,0.194,0.213,0.187,0.174,0.171,0.176,0.171,0.16
HUILA,NEIVA,ECOPETROL S.A.,PALOGRANDE HONDA,PIJAO-POTRERILLO,0.029,0.036,0.033,0.032,0.032,0.024,0.022,0.027,0.029,0.029,0.029,0.027
CASANARE,SAN LUIS DE PALENQUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,PANTRO,LLA 23,0.031,0.029,0.026,0.024,0.022,0.024,0.021,0.02,0.014,0.002,0.001,0
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,PARAVARE,GARCERO,0.001,0,0,0,0,0,0,0,0,0,0,0
CESAR,LA JAGUA IBIRICO,DRUMMOND LTD,PAUJIL,LA LOMA,0.007,0.006,0.006,0.006,0.008,0.006,0.006,0.006,0.006,0.007,0.002,0
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,PAUTO SUR,PIEDEMONTE,367.424,367.027,376.129,371.105,383.377,367.78,394.65,393.714,404.684,410.605,383.574,391.21
CASANARE,PENDIENTE CERTIFICADO IGAC,EQUION ENERGÍA LIMITED,PAUTO SUR RECETOR,RECETOR,16.469,15.958,14.209,15.03,13.469,14.971,14.923,14.049,14.198,14.35,0,0
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,PAUTO SUR RECETOR,RECETOR,0,0,0,0,0,0,0,0,0,14.35,14.211,14.534
NORTE DE SANTANDER,LA ESPERANZA,ECOPETROL S.A.,PAVAS CACHIRA,PAVAS,0,0,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,PAYOA,CARARE LAS MONAS,12.28,11.853,12.299,12.141,11.653,11.763,11.672,10.847,11.136,10.823,10.912,10.056
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,PAYOA WEST,CARARE LAS MONAS,0.001,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.007
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,PEDERNALITO,E&P GUAMA,2.115,1.801,0.091,0.75,0.516,0.396,0.527,0.249,0.686,0.784,0.846,0.784
ANTIOQUIA,YONDO,ECOPETROL S.A.,PEÑAS BLANCAS,MAGDALENA MEDIO-CASABE,0.135,0.093,0.118,0.143,0.142,0.171,0.1,0.112,0.276,0.293,0.332,0.368
CASANARE,SAN LUIS DE PALENQUE,PACIFIC STRATUS ENERGY COLOMBIA CORP,PETIRROJO,CUBIRO,0.002,0.003,0.003,0.003,0,0,0,0,0,0,0,0
CASANARE,TRINIDAD,PACIFIC STRATUS ENERGY COLOMBIA CORP,PETIRROJO,CUBIRO,0.001,0.002,0.002,0.002,0,0,0,0,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,PACIFIC STRATUS ENERGY COLOMBIA CORP,PETIRROJO,CUBIRO,0,0,0,0,0.002,0.001,0.001,0.001,0.001,0,0,0
CASANARE,TRINIDAD,PACIFIC STRATUS ENERGY COLOMBIA CORP,PETIRROJO,CUBIRO,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001
HUILA,NEIVA,ECOPETROL S.A.,PIJAO POTRERILLO,PIJAO-POTRERILLO,0.064,0.048,0.046,0.042,0.044,0.054,0.049,0.053,0.063,0.073,0.061,0.062
CESAR,RIO DE ORO,EMERALD ENERGY PLC SUCURSAL COLOMBIA,PIMIENTO,FORTUNA,0,0,0,0,0,0,0,0,0,0,0.001,0
META,PUERTO GAITAN,HOCOL S.A.,PINTADO,GUARROJO,0.023,0.016,0.002,0.012,0.014,0.015,0.014,0.012,0.025,0.026,0.036,0.047
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,PIRITO,GARCERO,0.001,0,0,0,0,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,AMERISUR EXPLORACION COLOMBIA LTD,PLATANILLO,PLATANILLO,1.133,0.756,0.032,0.695,1.009,0.87,0.854,0.184,0.943,0.997,0.931,0.893
META,VILLAVICENCIO,ECOPETROL S.A.,POMPEYA,APIAY,0.002,0,0,0,0,0,0,0.01,0.065,0.079,0.141,0.199
CASANARE,PORE,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),POTRILLO,YAMU,0,0,0,0,0,0,0,0.001,0,0,0,0
SANTANDER,SABANA DE TORRES,ECOPETROL S.A.,PROVINCIA,PROVINCIA P SUR,24.848,21.087,23.145,21.192,19.045,17.965,16.375,14.803,11.805,13.746,15.685,15.15
CUNDINAMARCA,PULI,HOCOL S.A.,PULI,PULI,1.804,1.744,1.655,1.044,1.289,1.434,1.315,1.302,1.28,1.198,1.111,0.987
TOLIMA,PURIFICACIÓN,HOCOL S.A.,PURIFICACIÓN,ESPINAL,0.084,0.08,0.084,0.083,0.08,0.077,0.079,0.081,0.082,0.082,0.08,0.081
PUTUMAYO,PUERTO ASIS,ECOPETROL S.A.,QUILILI,ORITO,0.035,0.009,0.011,0.01,0.01,0.066,0.149,0.15,0.147,0.146,0.144,0.151
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,QUILLACINGA,SURORIENTE,0.355,0.294,0.48,0.575,0.528,0.491,0.295,0.087,0.319,0.333,0.71,0.792
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,QUINDE,SURORIENTE,0.157,0.186,0.136,0.104,0.095,0,0,0,0,0.035,0.066,0.056
CASANARE,AGUAZUL,CEPSA COLOMBIA S.A.,RAMIRIQUI,LLA 22,2.393,2.532,2.662,3.866,2.954,2.543,2.516,3.053,3.134,3.834,3.705,3.572
CASANARE,OROCUE,CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO 4,RANCHO HERMOSO,0.012,0.009,0.009,0.009,0.007,0.007,0.009,0.001,0.006,0.005,0.004,0.01
CASANARE,YOPAL,CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO 4,RANCHO HERMOSO,0.011,0.008,0.012,0.009,0.007,0.006,0.008,0.015,0.008,0.008,0.008,0.008
ARAUCA,ARAUCA,OCCIDENTAL DE COLOMBIA LLC,REDONDO,CRAVO NORTE,0,0,0,0,0,0.09,0.039,0.039,0.099,0.097,0.075,0.071
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,REDONDO,CRAVO NORTE,0.152,0.121,0.114,0.106,0.097,0,0,0,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,REMACHE NORTE,COROCORA,0.067,0.043,0.024,0.048,0.048,0.048,0.044,0.047,0.048,0.044,0.047,0.032
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,REMACHE SUR,COROCORA,0.197,0.182,0.171,0.175,0.172,0.177,0.18,0.175,0.169,0.133,0.098,0.069
HUILA,NEIVA,ECOPETROL S.A.,RIO CEIBAS,CAGUAN,3.637,3.688,3.788,4.038,4.034,3.695,3.816,3.536,3.288,3.642,3.491,3.366
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,RÍO OPIA,RÍO OPIA,0.072,0.063,0.083,0.093,0.063,0.069,0.073,0.072,0.082,0.131,0.112,0.09
TOLIMA,CHAPARRAL,HOCOL S.A.,RÍO SALDAÑA,TOLIMA,0,0,0.064,0.071,0.077,0.073,0.071,0.075,0.072,0.089,0.106,0.143
NORTE DE SANTANDER,CUCUTA,ECOPETROL S.A.,RIO ZULIA,RIO ZULIA,0,0,0,0,0,0,0.279,0.273,0.256,0.278,0.265,0.266
CASANARE,AGUAZUL,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,RUMBA,LLA 26,0.065,0.005,0.043,0.143,0.226,0.432,0.505,0.541,0.497,0.524,0,0.459
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,SALINA,CARARE LAS MONAS,3.536,3.46,3.483,3.762,3.389,2.974,2.844,2.865,2.958,2.853,2.492,2.39
PUTUMAYO,ORITO,ECOPETROL S.A.,SAN ANTONIO,ORITO,0.147,0.092,0.126,0.261,0.175,0.095,0.093,0.044,0.039,0.041,0.033,0.037
HUILA,NEIVA,ECOPETROL S.A.,SAN FRANCISCO,PALERMO,3.296,3.102,3.165,3.211,3.413,3.386,3.43,3.521,3.296,3.412,3.286,3.409
CESAR,SAN MARTÍN,ECOPETROL S.A.,SAN ROQUE,TISQUIRAMA-C,0.279,0.288,0.358,0.386,0.393,0.391,0.342,0.399,0.43,0.431,0.42,0.426
HUILA,PALERMO,ECOPETROL S.A.,SANTA CLARA,PIJAO-POTRERILLO,0.819,0.749,0.699,0.578,0.568,0.597,0.596,0.623,0.544,0.473,0.377,0.279
CESAR,SAN ALBERTO,PETROLEOS DEL NORTE S.A,SANTA LUCÍA,TISQUIRAMA-A,0.025,0.026,0.013,0,0,0,0,0,0,0,0,0
CASANARE,MANI,ECOPETROL S.A.,SANTIAGO,UPIA,0.127,0.121,0.122,0.109,0.108,0.109,0.109,0.107,0.104,0.105,0.102,0.101
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SANTO DOMINGO,CDNDI LA PUNTA,0.269,0.256,0.271,0.253,0.204,0.193,0.189,0.129,0.153,0.221,0.176,0.173
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SANTO DOMINGO NORTE,CDNDI LA PUNTA,0.18,0.185,0.198,0.207,0.199,0.196,0.192,0.184,0.169,0.139,0.214,0.191
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,SARDINAS,GARCERO,0.003,0,0,0,0,0,0,0,0,0,0,0
NORTE DE SANTANDER,TIBU,ECOPETROL S.A.,SARDINATA,TIBU,0.645,0.667,0.641,0.574,0.542,0.674,0.744,0.716,0.757,0.584,0.631,0.484
PUTUMAYO,ORITO,ECOPETROL S.A.,SUCIO,ORITO,0.779,0.778,0.781,0.033,0.017,0.008,0.008,0.008,0.008,0.007,0.009,0.027
NARIÑO,IPIALES,ECOPETROL S.A.,SUCUMBIOS,ORITO,2.247,1.567,1.003,2.568,2.903,2.613,3.35,3.35,3.029,2.721,1.595,1.45
META,VILLAVICENCIO,ECOPETROL S.A.,SURIA,APIAY,1.57,1.572,1.935,1.295,0.996,1.66,1.983,1.903,2.166,2.434,2.5,2.192
META,VILLAVICENCIO,ECOPETROL S.A.,SURIA SUR,APIAY,5.607,5.122,4.987,4.928,4.526,3.497,5.224,4.812,4.293,4.038,3.699,3.817
META,VILLAVICENCIO,ECOPETROL S.A.,TANANE,APIAY,0.25,0.114,0.117,0.084,0.016,0.018,0.053,0.039,0.075,0.062,0.047,0.065
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),TARO TARO,LLA 34,0.176,0.236,0.202,0.146,0.145,0.15,0.151,0.151,0.152,0.153,0.153,0.153
HUILA,NEIVA,ECOPETROL S.A.,TELLO,CAMPOS TELLO Y LA JAGUA,0.662,0.655,0.653,0.654,0.666,0.655,0.653,0.653,0.647,0,0.633,0.606
HUILA,AIPE,ECOPETROL S.A.,TEMPRANILLO,PIJAO-POTRERILLO,0.6,0.64,0.595,0.553,0.723,0.347,0.14,0.301,0.364,0.351,0.224,0.528
HUILA,AIPE,ECOPETROL S.A.,TEMPRANILLO NORTE,PIJAO-POTRERILLO,0.061,0.109,0.123,0.072,0.177,0.282,0.046,0.068,0.133,0.228,0.171,0.16
HUILA,AIPE,ECOPETROL S.A.,TENAY,PIJAO-POTRERILLO,1.703,1.629,0,1.507,1.447,1.564,1.607,1.658,1.683,1.552,1.334,1.52
HUILA,NEIVA,ECOPETROL S.A.,TENAY,PIJAO-POTRERILLO,0,0,1.654,0,0,0,0,0,0,0,0,0
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,TERECAY,COSECHA,0.236,0.229,0.21,0.208,0.216,0.228,0.116,0.108,0.209,0.198,0.174,0.153
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,TESORO,DE MARES,1.349,1.373,1.383,1.721,1.785,1.713,1.597,1.827,1.634,1.565,1.615,1.858
