DEPARTAMENTO,MUNICIPIO,COMPAÑÍA OPERADORA,CONTRATO,CAMPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,CASANARE,CAÑO GARZA ESTE,1,1,1,1,1,2,23,20,23,26,36,33
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,CASANARE,CAÑO GARZA NORTE,3,3,3,3,3,3,3,3,3,3,3,2
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,ESTERO,ABEJAS,3,3,3,3,3,3,3,3,3,1,0,1
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,ESTERO,CHAPARRITO,0,1,1,1,1,0,1,1,1,1,1,1
CASANARE,PAZ DE ARIPORO,PERENCO COLOMBIA LIMITED,ESTERO,CHAPARRITO NORTE,1,0,0,0,0,1,0,0,0,0,0,0
CASANARE,PAZ DE ARIPORO,TABASCO OIL COMPANY,JAGUEYES,ANDALUZ,0,0,5,4,0,0,0,0,0,0,0,0
CASANARE,PORE,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),YAMU,CARUPANA,13,13,17,16,0,12,13,16,19,16,21,26
CASANARE,PORE,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),YAMU,POTRILLO,0,0,0,0,0,30,10,10,9,11,12,12
CASANARE,PORE,PAREX RESOURCES COLOMBIA LTD,E&P Llanos 16 Contrato # 45,KONA,526,640,647,570,484,509,420,472,504,417,343,382
CASANARE,SAN LUIS DE PALENQUE,Canacol Energy Colombia S.A.,E&P LLANOS 23,LABRADOR,0,0,0,0,0,0,42,6,3,0,0,0
CASANARE,SAN LUIS DE PALENQUE,Canacol Energy Colombia S.A.,E&P LLANOS 23,LEONO,0,0,0,0,0,0,0,0,0,0,0,4
CASANARE,SAN LUIS DE PALENQUE,PAREX RESOURCES COLOMBIA LTD,E&P LLANOS 30,ADALIA,0,0,0,10,0,12,1,14,30,31,27,24
CASANARE,SAN LUIS DE PALENQUE,PAREX RESOURCES COLOMBIA LTD,E&P LOS OCARROS PAREX,LA GUIRA,0,0,0,0,0,0,0,0,0,0,6,0
CASANARE,SAN LUIS DE PALENQUE,PAREX RESOURCES COLOMBIA LTD,E&P LOS OCARROS PAREX,LAS MARACAS,596,818,628,641,665,880,1087,1236,1304,1524,1797,1887
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,CASANARE,CRAVO ESTE,182,220,205,200,181,251,252,247,253,265,258,256
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,CASANARE,LA FLORA,2,2,2,2,0,0,0,0,2,2,2,2
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,COROCORA,CAÑO GANDUL,1,1,1,1,1,1,1,1,2,2,1,2
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,COROCORA,REMACHE NORTE,148,158,162,152,138,131,128,129,135,120,105,93
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,COROCORA,REMACHE SUR,103,104,103,130,129,123,121,113,112,109,111,121
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,ESTERO,GUANAPALO,1,1,0,1,2,1,1,0,1,1,0,0
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,GARCERO,CANDALAY,0,0,0,0,0,1,0,1,1,1,0,0
CASANARE,TAURAMENA,ECOPETROL LLANOS,ECOP-SDLA-OP-DIRECTA-INCREMENTAL,CUPIAGUA,10687,0,0,124,793,0,0,0,0,0,0,0
CASANARE,TAURAMENA,EQUION ENERGIA LIMITED,CUSIANA NORTE,CUSIANA NORTE,0,0,0,254564,0,0,0,0,0,0,0,0
CASANARE,TAURAMENA,EQUION ENERGIA LIMITED,RIO CHITAMENA EQUION,CUSIANA,30349,30572,22070,26028,26697,29351,31688,28691,29145,26580,32304,27252
CASANARE,TAURAMENA,EQUION ENERGIA LIMITED,TAURAMENA EQUION,CUSIANA,398380,258179,301401,303432,326979,366001,351817,344970,358056,285367,371496,368544
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),E&P LLANOS 34,TAROTARO,0,0,0,0,0,10,49,54,54,73,80,79
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),E&P LLANOS 34,TUA,0,0,26,25,24,25,24,20,33,31,34,35
CASANARE,TRINIDAD,Lewis Energy Colombia,GUACHIRIA,GUAHIBOS,48,55,57,61,47,45,44,43,41,39,37,36
CASANARE,TRINIDAD,Lewis Energy Colombia,GUACHIRIA,LOS ACEITES,45,56,50,49,49,41,44,41,46,41,42,46
CASANARE,TRINIDAD,Lewis Energy Colombia,GUACHIRIA,PRIMAVERA,7,6,9,9,8,8,8,7,7,8,8,8
CASANARE,TRINIDAD,Lewis Energy Colombia,GUACHIRIA SUR,TULIPAN,6,10,5,5,6,6,7,7,7,8,12,14
CASANARE,TRINIDAD,PAREX RESOURCES COLOMBIA LTD,E&p Llanos-20 Contrato No. 46,CUMBRE,1,0,0,0,0,0,0,0,0,0,0,0
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,COROCORA,COREN,23,21,22,22,21,22,22,19,19,20,20,20
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,COROCORA,COROCORA,71,71,68,68,66,69,65,48,37,37,0,40
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,ESTERO,LOS TOROS,2,2,2,2,2,2,2,2,2,2,25,8
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,GARCERO,PALMARITO,4,4,4,5,5,4,4,4,5,5,4,5
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,GARCERO,SIRENAS,1,1,1,1,1,1,1,1,1,1,1,1
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,YALEA,TRINIDAD,95,83,124,120,116,122,0,117,134,115,91,58
CASANARE,VILLA NUEVA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),E&P LLANOS 34,TUA,0,0,11,11,10,11,10,8,0,13,15,15
CASANARE,VILLA NUEVA,PETROMINERALES COLOMBIA LTD,CORCEL,CARUTO,178,180,191,182,247,227,380,380,383,239,188,165
CASANARE,VILLA NUEVA,PETROMINERALES COLOMBIA LTD,CORCEL,MAYA,4,213,113,76,8,0,0,0,0,0,0,0
CASANARE,YOPAL,Canacol Energy Colombia S.A.,RANCHO HERMOSO ACUERDO PART CASANARE-CANACOL,RANCHO HERMOSO 4,700,534,564,540,487,491,594,403,323,525,495,474
CASANARE,YOPAL,COLOMBIA ENERGY DEVELOPMENT,CEE RIO VERDE,TILODIRAN,514,492,488,440,438,428,122,352,396,376,325,380
CASANARE,YOPAL,EMERALD ENERGY  DE COLOMBIA PLC,CAMPO RICO,LAS ACACIAS,7,6,8,8,5,5,4,3,2,1,1,1
CASANARE,YOPAL,EMERALD ENERGY  DE COLOMBIA PLC,CAMPO RICO,LOS POTROS,15,12,11,14,12,13,0,0,0,0,0,2
CASANARE,YOPAL,EMERALD ENERGY  DE COLOMBIA PLC,CAMPO RICO,VIGIA,34,34,30,88,98,103,44,51,35,26,25,24
CASANARE,YOPAL,EMERALD ENERGY  DE COLOMBIA PLC,CAMPO RICO,VIGIA SUR,12,58,0,0,0,0,0,0,0,0,0,0
CASANARE,YOPAL,EQUION ENERGIA LIMITED,PIEDEMONTE EQUION,FLOREÑA,44685,36939,34371,35008,35666,34493,36809,38044,35751,30949,35414,31906
CASANARE,YOPAL,EQUION ENERGIA LIMITED,PIEDEMONTE EQUION,FLOREÑA MIRADOR,34133,23361,24649,23027,22265,22079,21589,19239,19873,18848,19440,15725
CASANARE,YOPAL,EQUION ENERGIA LIMITED,PIEDEMONTE EQUION,PAUTO SUR,205924,214737,206717,201552,197747,221304,183407,179609,185042,197241,202291,224446
CASANARE,YOPAL,GRUPO C&C ENERGÍA BARBADOS SUCURSAL COLOMBIA.,E&P LLANOS 19,TORMENTO,53,58,10,15,0,153,174,151,152,190,94,51
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,CASANARE,LA GLORIA NORTE,765,735,670,504,587,912,741,673,713,778,733,767
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,CASANARE,MORICHAL,4004,3752,3712,3716,3157,3108,2821,2605,2171,3470,3421,3576
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,CASANARE,TOCARIA,4664,4635,4268,4077,2771,1495,1206,2121,1649,2522,4381,1600
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,GUAYUYACO,43,6,3,4,52,5,5,4,4,5,41,4
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,MARY,5,5,4,5,5,5,5,5,5,5,5,4
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,MIRAFLOR,1,0,0,0,0,0,0,0,0,0,0,0
CESAR,AGUACHICA,Canacol Energy Colombia S.A.,E&P SANTA ISABEL,OSO PARDO,0,0,0,0,0,0,0,21,78,50,48,43
CESAR,AGUACHICA,LAGOSUR PETROLEUM COLOMBIA INC SUCURSAL COLOMBIA,BOLIVAR,CATALINA,195,321,251,239,323,133,285,268,14,10,0,0
CESAR,AGUACHICA,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.,Valle Medio del Magdalena,MONO ARAÑA,26,0,71,101,198,33,0,0,0,0,0,0
CESAR,BECERRIL,DRUMMOND LTD,LA LOMA,HICOTEA,29,30,33,32,16,0,0,0,0,0,0,0
CESAR,EL PASO,DRUMMOND LTD,LA LOMA,IGUANA,24,23,22,21,22,19,20,21,20,20,22,22
CESAR,LA JAGUA IBIRICO,DRUMMOND LTD,LA LOMA,CAPORO,95,95,95,104,87,117,122,104,119,120,111,133
CESAR,LA JAGUA IBIRICO,DRUMMOND LTD,LA LOMA,PAUJIL,30,21,19,16,14,14,13,12,12,11,11,6
CESAR,RIO DE ORO,EMERALD ENERGY  DE COLOMBIA PLC,FORTUNA,AURELIANO,0,0,0,10,0,0,0,0,0,0,0,0
CESAR,RIO DE ORO,EMERALD ENERGY  DE COLOMBIA PLC,FORTUNA,PIMIENTO,55,54,39,69,52,31,15,0,0,4,49,82
CESAR,RIO DE ORO,EMERALD ENERGY  DE COLOMBIA PLC,FORTUNA,TOTUMAL,5,3,10,9,13,9,0,0,0,5,36,76
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,E&P LA PALOMA,JUGLAR,33,18,14,9,49,29,22,58,58,47,49,45
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,Tisquirama  B,LOS ANGELES,39,54,47,48,40,52,51,49,51,42,36,30
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,Tisquirama  B,SERAFIN,2583,4826,5060,4386,4233,4261,4824,5070,4473,3440,3470,3154
CESAR,SAN ALBERTO,PETROLEOS DEL NORTE S.A,TISQUIRAMA-A,SANTA LUCIA,56,53,56,62,58,48,54,51,49,53,59,54
CESAR,SAN MARTÍN,ECOPETROL,TISQUIRAMA-C,SAN ROQUE,193,273,325,347,341,334,383,400,403,355,410,414
CESAR,SAN MARTÍN,ECOPETROL,TISQUIRAMA-C,TISQUIRAMA,619,617,607,560,634,592,660,709,716,729,756,708
CESAR,SAN MARTÍN,ECOPETROL,TISQUIRAMA-C,TISQUIRAMA ESTE,29,0,0,0,0,0,0,0,0,0,0,0
CORDOBA,PUEBLO NUEVO,GEOPRODUCTION OIL & GAS COMPANY,ESPERANZA,NELSON,16491,15918,13950,16203,17478,14388,17373,16250,17431,17221,18049,17438
CORDOBA,SAHAGUN,GEOPRODUCTION OIL & GAS COMPANY,ESPERANZA,ARIANNA,308,88,102,91,196,216,202,45,45,43,42,43
CORDOBA,SAHAGUN,GEOPRODUCTION OIL & GAS COMPANY,ESPERANZA,CAÑAFLECHA,576,522,281,334,132,79,188,64,62,43,34,48
CORDOBA,SAHAGUN,GEOPRODUCTION OIL & GAS COMPANY,ESPERANZA,KATANA,572,210,111,145,44,59,67,45,41,9,0,4
CUNDINAMARCA,GUADUAS,SIPETROL S.A.,DINDAL - RIO SECO,GUADUAS,3475,3417,2949,2714,2676,2667,2562,2484,2503,2496,2520,2498
CUNDINAMARCA,PULI,ECOPETROL ALTO MAGDALENA,PULI 109,PULI,155,110,130,120,119,131,142,144,126,108,107,10
DEPARTAMENTO NN,MUNICIPIO NN,ECOPETROL,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,36368,22774,36120,40859,39381,15679,35439,34982,29556,26681,38687,32337
GUAJIRA,MANAURE,CHEVRON - TEXACO,GUAJIRA,BALLENA,65155,61004,63073,59547,55710,59803,62212,63401,59333,63852,72366,70248
GUAJIRA,MANAURE,CHEVRON - TEXACO,GUAJIRA,CHUCHUPA,538466,536127,481305,544081,532118,533550,522514,509237,508731,503858,495840,473046
GUAJIRA,MANAURE,CHEVRON - TEXACO,GUAJIRA,RIOHACHA,6994,11490,10718,15572,10946,19981,30682,32075,33103,39329,30673,38984
HUILA,AIPE,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,ARRAYAN,284,456,525,529,534,520,506,433,425,429,449,443
HUILA,AIPE,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,BRISAS,85,82,70,58,35,86,34,41,45,169,130,127
HUILA,AIPE,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,DINA CRETACEO,156,149,219,202,193,366,139,162,151,184,146,149
HUILA,AIPE,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,DINA TERCIARIO,5846,5706,5705,6427,6912,7517,7144,7201,6882,6879,6300,6325
HUILA,AIPE,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,TEMPRANILLO,348,184,261,330,292,334,326,365,208,286,465,565
HUILA,AIPE,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,TEMPRANILLO NORTE,124,99,109,109,112,150,203,238,257,272,321,321
HUILA,AIPE,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,TENAX,72,0,0,0,0,0,0,0,0,0,0,0
HUILA,AIPE,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,TENAY,1431,1550,1232,1569,1671,1684,1672,1380,1785,1993,2059,2071
HUILA,AIPE,ECOPETROL ALTO MAGDALENA,PALERMO ECOPETROL,BALCON,997,964,913,918,922,894,928,912,909,772,776,726
HUILA,GARZON,EMERALD ENERGY  DE COLOMBIA PLC,MATAMBO,GIGANTE,1131,914,661,940,919,803,859,992,168,167,243,227
HUILA,NEIVA,ECOPETROL,CAGUAN ECOPETROL,CHAPARRO,306,426,350,312,288,262,332,311,311,436,534,540
HUILA,NEIVA,ECOPETROL,CAGUAN ECOPETROL,ESPINO,77,75,73,51,47,57,61,66,52,50,38,33
HUILA,NEIVA,ECOPETROL,CAGUAN ECOPETROL,RIO CEIBAS,2714,2942,2699,2696,2637,2919,3002,3066,2926,2547,2356,2443
HUILA,NEIVA,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,CEBU,108,93,31,29,41,54,36,35,29,23,28,20
HUILA,NEIVA,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,PALOGRANDE,219,214,209,157,144,339,126,158,131,140,208,221
HUILA,NEIVA,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,PIJAO,107,98,73,49,48,122,55,55,45,36,62,47
HUILA,NEIVA,ECOPETROL ALTO MAGDALENA,PALERMO ECOPETROL,SAN FRANCISCO,0,0,0,0,0,0,4570,0,4116,3931,3838,3736
HUILA,NEIVA,ECOPETROL ALTO MAGDALENA,TELLO ECP-ANH INCREMENTAL,TELLO,667,627,642,598,638,587,565,566,764,914,987,1043
HUILA,PAICOL,HOCOL S.A.,SAN JACINTO,LA CAÑADA,1259,1259,1077,1436,1784,1517,1494,1422,1261,1260,1245,1096
HUILA,PAICOL,HOCOL S.A.,SAN JACINTO,LA CAÑADA NORTE,0,0,0,0,0,0,0,16,24,36,31,48
HUILA,PALERMO,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,SANTA CLARA,763,802,758,818,793,262,756,800,821,687,574,583
HUILA,PALERMO,ECOPETROL ALTO MAGDALENA,PALERMO ECOPETROL,PALERMO,283,288,302,307,290,304,320,321,286,310,420,402
HUILA,PALERMO,ECOPETROL ALTO MAGDALENA,PALERMO ECOPETROL,SAN FRANCISCO,4073,4529,4635,4693,4462,4547,0,4369,0,0,0,0
HUILA,TESALIA,HOCOL S.A.,RIO PAEZ,LA HOCHA,1986,1828,2586,2010,2429,2519,2304,2094,2019,2139,2231,2141
HUILA,VILLAVIEJA,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,LOMA LARGA,35,33,35,35,35,35,35,35,35,35,35,194
HUILA,YAGUARA,ECOPETROL,HOBO ECOPETROL,YAGUARA,786,873,818,807,768,741,787,847,919,982,917,947
MAGDALENA,PIJINO DEL CARMEN,PETROLIFERA,SIERRA NEVADA,BRILLANTE,0,0,0,0,249,284,447,0,0,0,0,0
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY,E&P Guama,MANAMO,0,462,0,0,0,0,0,0,0,0,0,0
META,ACACIAS,ECOPETROL,CP0-9,AKACIAS,62,60,63,58,48,47,57,77,78,0,126,146
META,ACACIAS,ECOPETROL LLANOS,CUBARRAL,CHICHIMENE,2056,1902,1884,1611,1650,1444,1503,1599,2992,1775,1980,2110
META,BARRANCA DE UPIA,PETROMINERALES COLOMBIA LTD,CORCEL,CORCEL A,54,59,60,60,55,43,45,46,39,49,11,23
META,BARRANCA DE UPIA,PETROMINERALES COLOMBIA LTD,CORCEL,CORCEL C,424,427,437,456,415,401,390,384,303,177,154,161
META,CABUYARO,PETROMINERALES COLOMBIA LTD,CORCEL,COBRA,39,35,34,108,109,81,67,67,58,39,35,33
META,CABUYARO,PETROMINERALES COLOMBIA LTD,CORCEL,CORCEL D,157,158,160,160,152,150,147,149,107,61,57,58
META,CABUYARO,PETROMINERALES COLOMBIA LTD,CORCEL,CORCEL E,153,153,157,165,162,157,152,149,145,99,78,58
META,CABUYARO,PETROMINERALES COLOMBIA LTD,GUATIQUIA,CANDELILLA,1081,1082,1105,961,1044,1060,1042,1011,993,960,925,882
META,CABUYARO,PETROMINERALES COLOMBIA LTD,GUATIQUIA,YATAY,1120,1071,1051,1092,1089,1073,1056,954,900,755,512,669
META,GUAMAL,ECOPETROL LLANOS,CUBARRAL,CHICHIMENE SW,292,315,386,429,369,556,703,601,167,102,392,179
META,SAN MARTÍN,PETROLEOS DEL NORTE S.A,E&P MIDAS,ACORDIONERO,0,0,0,0,0,0,34,6,233,572,558,490
META,VILLAVICENCIO,ECOPETROL,APIAY,APIAY,3632,3634,3714,3292,3070,2968,2278,3442,2914,3404,4812,5122
META,VILLAVICENCIO,ECOPETROL,APIAY,APIAY ESTE,180,341,285,370,312,414,1185,302,196,243,115,99
META,VILLAVICENCIO,ECOPETROL,APIAY,GAVAN,407,620,403,500,499,169,342,726,742,706,385,283
META,VILLAVICENCIO,ECOPETROL,APIAY,GUATIQUIA,4795,4144,3399,3648,3560,3953,3992,3715,4827,4992,2970,2879
META,VILLAVICENCIO,ECOPETROL,APIAY,GUAYURIBA,111,112,32,85,57,48,66,16,54,202,39,21
META,VILLAVICENCIO,ECOPETROL,APIAY,LA REFORMA,0,0,0,0,0,0,0,0,0,0,0,19
META,VILLAVICENCIO,ECOPETROL,APIAY,LIBERTAD,0,0,0,0,261,646,945,878,872,593,214,468
META,VILLAVICENCIO,ECOPETROL,APIAY,LIBERTAD NORTE,0,0,0,0,0,0,0,0,228,592,391,329
META,VILLAVICENCIO,ECOPETROL,APIAY,POMPEYA,33,16,150,34,7,6,28,71,75,19,79,171
META,VILLAVICENCIO,ECOPETROL,APIAY,SAURIO,17,82,122,0,0,0,0,0,0,0,0,0
META,VILLAVICENCIO,ECOPETROL,APIAY,SURIA,4972,4913,3793,2952,3709,3342,3514,3757,3537,4271,5036,4345
META,VILLAVICENCIO,ECOPETROL,APIAY,SURIA SUR,1793,2625,3890,4902,4251,4051,3999,3378,3601,5384,3566,5274
NARIÑO,IPIALES,ECOPETROL D. SUR,ORITO,SUCUMBIOS,1900,2296,2296,2296,2296,2296,2296,1337,1448,1805,1611,912
NORTE DE SANTANDER,CUCUTA,ECOPETROL,URIBANTE,ORIPAYA,0,0,0,0,0,0,0,0,1619,149,0,0
NORTE DE SANTANDER,CUCUTA,ECOPETROL,ZULIA,RIO ZULIA,364,361,345,356,351,318,319,305,282,349,299,274
NORTE DE SANTANDER,CUCUTA,KAPPA RESOURCES COLOMBIA LTD.,CERRITO,CERRITO,541,538,527,514,513,512,513,509,492,491,478,484
NORTE DE SANTANDER,CUCUTA,MOMPOS OIL COMPANY INC,CARBONERA CDNDI,CARBONERA-LA SILLA,0,0,0,0,0,0,0,0,0,0,0,0
NORTE DE SANTANDER,SARDINATA,WELL LOGGING,BLOQUE CARBONERA,CERRO GORDO,963,877,1018,982,921,912,895,866,838,824,799,756
