Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),PETROSOUTH ENERGY CORPORATION SUCURSAL COLOMBIA,CERRITO,T-BURNS,0.01,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0
NORTE DE SANTANDER,LA ESPERANZA,7.695233593,-73.36139672,POINT (-73.36139672 7.695233593),ECOPETROL S.A.,PAVAS,PAVAS CACHIRA,0,0,0,0,0,0,0,0,0,0,0,0
NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),WATTLE PETROLEUM COMPANY S.A.S,CARBONERA,CERRO GORDO,0.57,0.56,0.64,0.6,0.6,0.57,0.59,0.56,0.53,0.56,0.54,0.54
NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),ECOPETROL S.A.,TIBU,SARDINATA,0.18,0.13,0.13,0.15,0.1,0.12,0.14,0.18,0.17,0.17,0.15,0.16
NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),ECOPETROL S.A.,TIBU,TIBÚ,0.71,0.76,0.83,0.83,0.82,0.88,0.68,0,0,0.03,0.28,0.42
PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,MOQUETA,1.76,2.15,2.01,1.8,1.38,0.75,0.71,0.67,0.69,0.59,0.4,0.46
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,AREA OCCIDENTAL,QURIYANA,0,0.04,0.15,0.05,0.08,0.14,0.13,0,0,0.02,0.01,0.01
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,AREA OCCIDENTAL,CARIBE,0.37,0.24,0.34,0.37,0.28,0.37,0.43,0.34,0.33,0.32,0.31,0.33
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,AREA OCCIDENTAL,CHURUYACO,0.16,0.14,0.31,0.05,0.45,0.35,0.23,0.3,0.35,0.34,0.1,0.05
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,ORITO,ORITO,2.98,3.06,3.3,3.75,4.07,3.98,3.4,3.37,3.44,3.97,3.82,2.4
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,AREA OCCIDENTAL,SAN ANTONIO,0.02,0.05,0.06,0.14,0.08,0.08,0.12,0.14,0.15,0.16,0.17,0.17
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,AREA OCCIDENTAL,SUCIO,0.05,0.15,0.1,0.07,0.06,0.08,0.06,0.08,0.07,0.06,0.07,0.03
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),GRAN TIERRA ENERGY COLOMBIA LTD,NANCY-BURDINE-MAXINE,NANCY,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),AMERISUR EXPLORACION COLOMBIA LTD.,PLATANILLO,PLATANILLO,0.54,0.55,0.55,0.68,0.68,0.64,0.65,0.58,0.69,0.66,0.63,0.61
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),GRAN TIERRA ENERGY COLOMBIA LTD,PUT-7,CUMPLIDOR,0.03,0.03,0.02,0.02,0.01,0.02,0.05,0.04,0.02,0.06,0.06,0.06
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SURORIENTE,COHEMBI,0.54,0.51,0.5,0.46,0.48,0.3,0.53,0.46,0.49,0.57,0.57,0.83
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SURORIENTE,QUILLACINGA,0.23,0.34,0.67,0.69,0.71,0.48,0.77,0.81,0.9,0.91,0.97,0.99
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SURORIENTE,QUINDE,0.05,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.03,0.03
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,NORORIENTE,MANSOYA,0.06,0.07,0.03,0.06,0.01,0.01,0.07,0.06,0.08,0.08,0.07,0.08
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,NORORIENTE,YURILLA,0.02,0.07,0.02,0.04,0,0,0.09,0.08,0.1,0.05,0,0.1
PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),ECOPETROL S.A.,AREA SUR,ACAE SAN MIGUEL,0.64,0.63,0.46,0.62,0.57,0.65,0.65,0.72,0.72,0.51,0.55,0.5
PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),ECOPETROL S.A.,AREA SUR,LORO,0.02,0.02,0.05,0,0.01,0.05,0.05,0.06,0.07,0.05,0.01,0.04
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,AREA SUR,HORMIGA,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,AREA SUR,LORO,0.15,0.17,0.13,0.09,0.1,0.12,0.09,0.08,0.01,0.03,0.07,0.07
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),GRAN TIERRA ENERGY COLOMBIA LTD,PUT-7,POMORROSO,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),GRAN TIERRA ENERGY COLOMBIA LTD,PUT-7,PECARI,0,0,0,0,0.13,0,0,0,0,0,0,0
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,AGAPANTO,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.02
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),EMERALD ENERGY PLC SUCURSAL COLOMBIA,MARANTA,MIRTO,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.05
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),GRAN TIERRA ENERGY COLOMBIA LTD,CHAZA,COSTAYACO,2.17,2.15,1.95,1.82,1.72,1.91,2.09,1.79,1.57,1.77,1.79,1.86
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,JUANAMBU,0.06,0.06,0.06,0.05,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.06
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),GRAN TIERRA ENERGY COLOMBIA LTD,PUT 1,VONU,0.34,0.3,0.34,0.32,0.52,0.6,0.58,0.59,0.58,0.57,0.55,0.5
SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),ECOPETROL S.A.,LA CIRA INFANTAS,INFANTAS,1.24,1.44,1.63,1.68,2.02,2.22,2.31,1.86,1.9,1.57,1.4,1.47
SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),ECOPETROL S.A.,LA CIRA INFANTAS,LA CIRA,4.9,5.65,5.26,4.82,4.9,4.67,4.54,5.27,5.04,4.66,5.39,5.51
SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),ECOPETROL S.A.,MAGDALENA MEDIO,LLANITO UNIFICADO,1.07,1.06,0.98,1.03,1.04,1,0.99,1.03,1.03,0.96,1.05,1.19
SANTANDER,CIMITARRA,6.40972961,-74.17030427,POINT (-74.17030427 6.40972961),COMPAÑIA OPERADORA PETROCOLOMBIA S.A.S - COPP,OPÓN,OPÓN,0.78,0.76,0.73,0.77,0.84,0.83,0.87,0.89,0.71,0.73,0.67,0.69
SANTANDER,PUERTO WILCHES,7.398198257,-73.8354696,POINT (-73.8354696 7.398198257),ECOPETROL S.A.,MAGDALENA MEDIO,FLAMENCOS,0,0,0,0,0,0,0,0,0.02,0,0,0
SANTANDER,PUERTO WILCHES,7.398198257,-73.8354696,POINT (-73.8354696 7.398198257),ECOPETROL S.A.,MAGDALENA MEDIO,GARZAS,0.36,0.35,0.37,0.36,0.32,0.21,0.21,0.18,0.16,0.03,0.03,0.1
SANTANDER,PUERTO WILCHES,7.398198257,-73.8354696,POINT (-73.8354696 7.398198257),ECOPETROL S.A.,MAGDALENA MEDIO,YARIGUÍ-CANTAGALLO,0.88,1.31,1.15,0.98,0.95,0.86,0.83,0.79,0.83,0.72,0.71,0.67
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),ECOPETROL S.A.,PROVINCIA P NORTE,BONANZA,2.96,3,3.16,3.18,2.79,2.69,2.69,2.71,2.83,2.76,2.81,2.85
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),GRAN TIERRA ENERGY COLOMBIA LTD,LA PALOMA,COLÓN,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0.01
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),GRAN TIERRA ENERGY COLOMBIA LTD,LA PALOMA,JUGLAR,0.06,0.06,0.05,0.05,0.04,0.04,0.02,0.02,0.03,0.02,0.02,0.02
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,BORANDA,BORANDA,0,0,0,0,0,0,0,0,0,0.09,0.1,0.05
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),ECOPETROL S.A.,MAGDALENA MEDIO,CRISTALINA,0,0,0,0,0,0,0.07,0.12,0.12,0.03,0,0
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),ECOPETROL S.A.,PLAYON,AULLADOR,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.08,0.08,0.07
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),ECOPETROL S.A.,PROVINCIA P SUR,PROVINCIA,11.63,11.57,12.17,9.83,9.61,10.21,9.24,9.14,8.09,8.23,9.38,9.63
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,CARARE LAS MONAS,CORAZÓN,0.15,0.16,0.15,0.17,0.18,0.05,0.04,0.03,0.04,0.05,0.05,0.05
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,CARARE LAS MONAS,CORAZÓN WEST,0.54,0.51,0.54,0.5,0.54,0.55,0.58,0.59,0.54,0.58,0.62,0.62
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,CARARE LAS MONAS,PAYOA,8.36,8.66,7.85,7.82,8.24,8.19,8.07,7.44,7.24,7.7,7.24,7.47
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,CARARE LAS MONAS,PAYOA WEST,0,0,0,0,0,0,0,0,0,0,0,0
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,CARARE LAS MONAS,SALINA,2.12,1.72,1.75,1.85,2.04,1.99,1.79,2.09,2.73,2.72,2.13,1.88
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,DE MARES,COLORADO,0.22,0.21,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.16,0.01,0
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,LISAMA NUTRIA,LISAMA,2.32,2.21,2.28,2.28,1.88,1.31,1.49,2.3,2.05,2.16,1.88,1.81
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,LISAMA NUTRIA,NUTRIA,3.25,3.26,3.35,2.88,2.52,1.89,2.03,3.2,2.86,2.67,2.6,2.61
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,LISAMA NUTRIA,TESORO,1.09,0.99,1.01,0.81,0.69,0.62,0.57,0.97,0.86,0.65,1,1.08
SANTANDER,SIMACOTA,6.494231551,-73.45910992,POINT (-73.45910992 6.494231551),ECOPETROL S.A.,DE MARES,AGUAS BLANCAS,1.57,1.8,0.46,0.37,0,0,0,0,0,0,0,0
SANTANDER,SIMACOTA,6.494231551,-73.45910992,POINT (-73.45910992 6.494231551),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,AGUAS BLANCAS,AGUAS BLANCAS,0,0,0,0,0.34,0.32,0.26,0.27,0.25,1.26,0.42,0.17
SUCRE,CAIMITO,8.792311599,-75.13191063,POINT (-75.13191063 8.792311599),CNE OIL & GAS S A S,VIM 5,Pandereta,0,0,5.38,20.21,33.66,21.1,17.67,35.03,33.29,40.04,22.66,42.72
SUCRE,LA UNION,8.811997799,-75.28322212,POINT (-75.28322212 8.811997799),CNE OIL & GAS S A S,VIM 5,CLARINETE,18.25,23.86,15.23,10.83,13.17,12.02,11.41,17.35,11.4,26.59,34.86,58.81
SUCRE,LOS PALMITOS,9.422380117,-75.21302191,POINT (-75.21302191 9.422380117),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE,LA CRECIENTE,0,0,0.01,0,0,0,0,0,0,0,0,0
SUCRE,OVEJAS,9.549655271,-75.18855916,POINT (-75.18855916 9.549655271),HOCOL S.A.,SAMAN,BONGA,6.25,6.4,6.29,6.24,6.36,6.22,6.24,5.96,6.14,6.15,6.19,6.21
SUCRE,OVEJAS,9.549655271,-75.18855916,POINT (-75.18855916 9.549655271),HOCOL S.A.,SAMAN,MAMEY,27.8,29.62,27.13,28.48,29,24.65,26.92,27.24,29.33,28.38,29.8,28.98
SUCRE,SAN MARCOS,8.589220102,-75.17249955,POINT (-75.17249955 8.589220102),GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,ESPERANZA,NISPERO,8.95,8.19,7.7,7.01,7.26,7.18,6.56,6.23,7.62,2.23,0,0
SUCRE,SAN MARCOS,8.589220102,-75.17249955,POINT (-75.17249955 8.589220102),CNE OIL & GAS S A S,VIM 5,ACORDEON,0,0,0,0,0,0.18,0.34,2.38,0.63,8.66,1.69,0.01
SUCRE,SAN PEDRO,9.396835638,-75.03741815,POINT (-75.03741815 9.396835638),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE,LA CRECIENTE,15.43,15.14,14.81,14.42,14,13.58,13.29,12.98,12.49,11.85,11.48,11.14
SUCRE,SAN PEDRO,9.396835638,-75.03741815,POINT (-75.03741815 9.396835638),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE,LA CRECIENTE D,0.01,0,0,0,0.03,0.02,0.02,0.03,0.34,1.1,1.27,1.15
SUCRE,SAN PEDRO,9.396835638,-75.03741815,POINT (-75.03741815 9.396835638),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE,LA CRECIENTE I,0,0,0,0,0,0,0,0,0,0,0.02,0.05
TOLIMA,ALVARADO,4.582625784,-74.98630686,POINT (-74.98630686 4.582625784),HOCOL S.A.,ARMERO,TOTARE,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03
TOLIMA,CHAPARRAL,3.743693084,-75.58986634,POINT (-75.58986634 3.743693084),HOCOL S.A.,TOLIMA,RÍO SALDAÑA,0.23,0.2,0.23,0.22,0.2,0.19,0.27,0.29,0.33,0.34,0.38,0.42
TOLIMA,ESPINAL,4.166476969,-74.89352941,POINT (-74.89352941 4.166476969),Frontera Energy Colombia Corp Sucursal Colombia,ABANICO,ABANICO,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06
TOLIMA,MELGAR,4.193215498,-74.60517497,POINT (-74.60517497 4.193215498),PERENCO OIL AND GAS COLOMBIA LIMITED.,BOQUERÓN,GUANDO,1.68,1.6,1.64,1.67,1.54,1.47,1.41,1.31,1.19,1.21,1.15,1.09
TOLIMA,MELGAR,4.193215498,-74.60517497,POINT (-74.60517497 4.193215498),PERENCO OIL AND GAS COLOMBIA LIMITED.,BOQUERÓN,GUANDO SW,0.66,0.65,0.64,0.64,0.66,0.69,0.7,0.67,0.63,0.62,0.68,0.65
TOLIMA,ORTEGA,3.937793962,-75.27824314,POINT (-75.27824314 3.937793962),HOCOL S.A.,ORTEGA,ORTEGA,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03
TOLIMA,ORTEGA,3.937793962,-75.27824314,POINT (-75.27824314 3.937793962),HOCOL S.A.,ORTEGA,PACANDE,0.14,0.13,0.11,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.11,0.1
TOLIMA,SAN LUIS,4.057271684,-75.16320806,POINT (-75.16320806 4.057271684),HOCOL S.A.,ORTEGA,PACANDE,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01
TOLIMA,ORTEGA,3.937793962,-75.27824314,POINT (-75.27824314 3.937793962),HOCOL S.A.,ORTEGA,TOLDADO,0.36,0.35,0.35,0.36,0.29,0.26,0.32,0.35,0.34,0.12,0,0.03
TOLIMA,ORTEGA,3.937793962,-75.27824314,POINT (-75.27824314 3.937793962),HOCOL S.A.,TOY,TOY,0,0.01,0.02,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
TOLIMA,PIEDRAS,4.433764446,-74.99879938,POINT (-74.99879938 4.433764446),HOCOL S.A.,PULI,TOQUI TOQUI,1.09,1.06,1.08,1.05,1.09,1.11,1.17,1.18,1.13,1.04,1.06,1.09
TOLIMA,PIEDRAS,4.433764446,-74.99879938,POINT (-74.99879938 4.433764446),INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,AMBROSÍA,AMBROSÍA,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
TOLIMA,PIEDRAS,4.433764446,-74.99879938,POINT (-74.99879938 4.433764446),INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,MANÁ,MANÁ,2.16,2.16,2.13,4.1,4.81,4.04,4.06,4.18,4.03,4.08,3.94,3.32
TOLIMA,PIEDRAS,4.433764446,-74.99879938,POINT (-74.99879938 4.433764446),INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,RÍO OPIA,RÍO OPIA,0.07,0.07,0.06,0.06,0.08,0.05,0.03,0.02,0.03,0.05,0.06,0.07
TOLIMA,PRADO,3.729166649,-74.87247706,POINT (-74.87247706 3.729166649),HOCOL S.A.,ESPINAL,MATACHÍN SUR,0.47,0.45,0.42,0.4,0.26,0.38,0.38,0.39,0.39,0.39,0.39,0.37
TOLIMA,PURIFICACIÓN,3.854281614,-74.87451155,POINT (-74.87451155 3.854281614),HOCOL S.A.,CHENCHE,CHENCHE,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
TOLIMA,PURIFICACIÓN,3.854281614,-74.87451155,POINT (-74.87451155 3.854281614),HOCOL S.A.,ESPINAL,MATACHÍN NORTE,1.61,1.53,1.36,1.66,1.81,2.28,2.04,2.02,2.1,1.99,1.86,2
TOLIMA,PURIFICACIÓN,3.854281614,-74.87451155,POINT (-74.87451155 3.854281614),HOCOL S.A.,ESPINAL,MATACHÍN SUR,0.04,0.04,0.04,0.07,0.22,0.08,0.06,0.06,0.07,0.04,0.04,0.03
TOLIMA,PURIFICACIÓN,3.854281614,-74.87451155,POINT (-74.87451155 3.854281614),HOCOL S.A.,ESPINAL,PURIFICACIÓN,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02
