Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),SIERRACOL ENERGY ARAUCA LLC,JIBA UNIFICADO,CHIPIRÓN,0.02267,0.02886,0.02855,0.02432,0.02685,0.02943,0.02858,0.02894,0.02915,0.03041,0.02703,0.02801
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),SIERRACOL ENERGY ARAUCA LLC,MACANA,CHIPIRÓN,0,0,0,0,0,0,0,0,0,0,0,0.0082
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),SIERRACOL ENERGY ARAUCA LLC,REDONDO,CRAVO NORTE,0.06624,0.08037,0.08051,0.07582,0.10621,0.09817,0.09072,0.08567,0.09372,0.09633,0.07998,0.08613
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),SIERRACOL ENERGY ARAUCA LLC,REDONDO ESTE,CRAVO NORTE,0.00462,0.00466,0.00473,0.00993,0.00423,0.00415,0.00413,0.00425,0.00446,0.00467,0.00408,0.00414
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),SIERRACOL ENERGY ARAUCA LLC,REX,COSECHA,0,0,0,0.00099,0.00114,0.00093,0,0,0,0,0,0
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),SIERRACOL ENERGY ARAUCA LLC,REX NE,COSECHA,0.05374,0.05348,0.06083,0.06794,0.10606,0.13013,0.12708,0.12251,0.12604,0.123,0.12379,0.11767
ARAUCA,ARAUQUITA,6.799338394,-71.29827429,POINT (-71.29827429 6.799338394),SIERRACOL ENERGY ARAUCA LLC,TERECAY,COSECHA,0.13109,0.15161,0.1608,0.16002,0.17261,0.18798,0.19753,0.25733,0.21054,0.19538,0.17671,0.1958
ARAUCA,TAME,6.390650479,-71.79178647,POINT (-71.79178647 6.390650479),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,ANDINA,CAPACHOS,1.23444,3.16318,4.25821,4.47667,1.9368,1.57855,1.60764,1.66243,1.81926,2.28799,2.59232,3.07959
ARAUCA,TAME,6.390650479,-71.79178647,POINT (-71.79178647 6.390650479),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CAPACHOS,CAPACHOS,1.07404,1.95371,2.13427,2.00099,2.04269,2.50888,2.47133,2.40725,2.18827,2.05554,1.8951,1.32961
ATLANTICO,PONEDERA,10.59465102,-74.79847316,POINT (-74.79847316 10.59465102),LEWIS ENERGY COLOMBIA INC,MERECUMBE,SSJN-1,0.01527,0,1.13245,0,0,0,0,0,0,0,0,1.30425
ATLANTICO,SABANALARGA,10.62250777,-74.95510542,POINT (-74.95510542 10.62250777),LEWIS ENERGY COLOMBIA INC,BULLERENGUE,SSJN-1,23.7627,24.05596,23.73244,23.12844,22.31024,22.41275,22.85214,23.22979,23.49931,24.39172,24.42144,25.37602
BOLIVAR,CANTAGALLO,7.239229146,-74.10014043,POINT (-74.10014043 7.239229146),ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,4.28049,4.15173,4.14334,4.86025,5.95346,5.65438,4.25436,4.04169,4.89894,4.68278,4.24712,3.93171
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,LA REFORMA,APIAY,0,0,0,0.0202,0.09061,0.08903,0,0.00363,0,0,0,0
BOLIVAR,CICUCO,9.235268598,-74.68840962,POINT (-74.68840962 9.235268598),HOCOL S.A.,CICUCO,CICUCO BOQUETE,1.48019,1.68116,1.69794,1.14326,1.32128,1.12893,0.9178,0.93631,0.84681,0.79991,0.88994,1.11872
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),HOCOL S.A.,BOQUETE,CICUCO BOQUETE,0.25426,0.3012,0.20279,0.09634,0.18089,0.24494,0.20868,0.17353,0.12362,0.09697,0.19813,0.18743
BOLIVAR,TALAIGUA NUEVO,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705),HOCOL S.A.,CICUCO,CICUCO BOQUETE,0.61599,0.60175,0.55235,0.42298,0.33201,0.34247,0.51225,0.3921,0.19239,0.21874,0.40694,0.42462
BOYACA,CORRALES,5.82454582,-72.84544845,POINT (-72.84544845 5.82454582),UNION TEMPORAL OMEGA ENERGY,CORRALES,BUENAVISTA,4.46671,4.38321,4.25539,4.155,4.14774,4.09817,3.99777,3.91332,3.85647,3.79216,4.12057,4.10716
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,ABARCO,NARE,0.10983,0.11122,0.11045,0.11608,0.1082,0.09958,0.10366,0.11097,0.10669,0.10426,0.10564,0.10719
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),ECOPETROL S.A.,CAIPAL,PALAGUA,0.42323,0.39941,0.35248,0.38767,0.39229,0.3354,0.34081,0.32987,0.36327,0.38339,0.3746,0.36929
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,GIRASOL,NARE,0.8525,0.80885,0.73818,0.744,0.67596,0.69198,0.7708,0.73293,0.73891,0.75395,0.82581,0.86818
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,JAZMIN,NARE,1.72226,1.67653,1.5899,1.70667,1.50875,1.60296,1.60402,1.50224,1.3436,1.56297,1.59105,1.52222
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,MORICHE,NARE,0.79221,0.84255,0.76452,0.75215,0.70776,0.68211,0.64261,0.58745,0.663,0.68149,0.68985,0.72066
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),ECOPETROL S.A.,PALAGUA,PALAGUA,3.05787,3.06973,2.97055,2.77891,2.80829,2.75672,2.68542,2.5982,2.53803,2.5645,2.50523,2.51647
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,UNDERRIVER,NARE,0.2493,0.26104,0.23509,0.26179,0.22608,0.25391,0.23753,0.21227,0.18107,0.25204,0.10329,0.16894
BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),MANSAROVAR ENERGY COLOMBIA LTD,VELASQUEZ,GUAGUAQUI - TERAN,0.381,0.40412,0.43328,0.44566,0.46826,0.50045,0.46272,0.45821,0.42848,0.40045,0.37538,0.34032
BOYACA,SAN LUIS DE GACENO,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),NIKOIL ENERGY CORP,MEDINA,CÓNDOR,0.01283,0.01121,0.00787,0.00987,0.00403,0,0.00009,0.00963,0.00968,0.00785,0.00777,0.00808
BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),UNION TEMPORAL OMEGA ENERGY,BOLÍVAR,BUENAVISTA,0.00122,0.00116,0.00128,0.00127,0.00125,0.00126,0.00128,0.1788,0.0018,0.13886,0.00197,0.00179
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,CUPIAGUA,ECOP-SDLA-OP-DIRECTA,310.5193,305.25582,328.95204,319.89611,317.90617,297.6818,291.27375,292.17917,293.47935,301.15234,306.30253,301.17458
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,CUPIAGUA LIRIA,RECETOR,97.48408,96.85101,94.24834,91.97154,90.80853,87.12588,100.46114,93.24251,89.74985,91.27731,88.92889,87.32287
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,CUPIAGUA SUR,ECOP-SDLA-OP-DIRECTA,168.0438,172.04766,162.44223,162.08528,160.6032,161.6107,151.85787,161.44474,168.60871,173.63031,175.93901,173.61225
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),ECOPETROL S.A.,CUSIANA NORTE,CUSIANA NORTE,101.37057,96.56026,84.77295,80.3197,84.1239,78.87841,74.82487,72.86969,73.54283,71.36551,69.86163,71.71975
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,0.25933,0.19444,0.24361,0.18535,0.12527,0.2406,0.25163,0.25462,0.23602,0.2205,0.2134,0.21463
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),CEPSA COLOMBIA S.A.,RAMIRIQUI,LLA 22,2.18928,2.36931,2.2673,2.08299,1.76571,1.72132,1.58211,1.42321,1.56169,1.7049,1.6912,1.64942
CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,RUMBA,LLA 26,0.41817,0.45814,0.44242,0.35547,0,0,0.17879,0.29846,0.3359,0.33762,0.33578,0.33201
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CAMPO RICO,0.00621,0.00618,0.00616,0.00618,0.00627,0.00611,0.00495,0.00473,0.00469,0.00468,0.00475,0.00479
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),EMERALD ENERGY PLC SUCURSAL COLOMBIA,CENTAURO SUR,CAMPO RICO,0.00164,0.0016,0.00143,0.00141,0.00105,0.00136,0.00078,0.00038,0.00039,0.00039,0.00039,0.00042
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),OMNIA.ENERGY INC. SUCURSAL COLOMBIA,FLAMI,LLA 27,0.00204,0.00181,0.00156,0,0,0,0.00015,0.00004,0,0,0,0
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,0.2848,0.32361,0.26551,0.24404,0.30964,0.2639,0.26079,0.27337,0.26498,0.25477,0.24552,0.24598
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),HOCOL S.A.,LA PUNTA,LA PUNTA,0.0013,0.0014,0.00153,0.00152,0,0,0,0.00016,0.00304,0.00297,0.00171,0.00173
CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),HOCOL S.A.,SANTIAGO,UPIA,0.02625,0.02555,0.0263,0.02531,0,0,0,0,0,0,0,0
CASANARE,MONTERREY,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),Frontera Energy Colombia Corp Sucursal Colombia,Canaguay,CANAGUARO,0.12692,0.17862,0.17731,0.14462,0,0,0.05556,0.18239,0.1956,0.18572,0.2104,0.20515
CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),EQUION ENERGÍA LIMITED,HURÓN,NISCOTA,0,0.04721,0,0,0,0,0,0,0,0,0,0
CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),PERENCO COLOMBIA LIMITED,TIERRA BLANCA,CASANARE,0.02511,0.02692,0.03334,0.02713,0.03072,0.01442,0.02674,0.02996,0.02958,0.02981,0.02982,0.02997
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),COLOMBIA ENERGY DEVELOPMENT CO,CANACABARE,ALCARAVÁN,0.00065,0.00065,0.00065,0.00065,0.00041,0.00065,0.00065,0.00065,0.00065,0.00065,0.00065,0.00065
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),INVEPETROL LIMITED COLOMBIA,CURITO,CASANARE ESTE,0.00513,0.00462,0.00468,0.0046,0.00313,0.00366,0.00229,0.00241,0.00253,0.00239,0.00232,0.002
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CARRAO ENERGY S.A. SUCURSAL COLOMBIA,DANES,LLA 23,0.0042,0.00385,0,0,0,0,0,0,0,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,JUAPE,LA PUNTA,0.064,0.04986,0.04928,0.0446,0,0,0,0,0,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CARRAO ENERGY S.A. SUCURSAL COLOMBIA,LABRADOR,LLA 23,0.04527,0.04666,0.04559,0.01714,0.03667,0.03417,0.00295,0.00009,0.00006,0.00009,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),COLOMBIA ENERGY DEVELOPMENT CO,LABRADOR,LLA 23,0,0,0,0,0,0,0,0,0,0,0,0.00013
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO,RANCHO HERMOSO,0.10405,0.09954,0.09562,0.08045,0.04822,0.05025,0.05221,0.06282,0.07731,0.06109,0.06369,0.06912
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),HOCOL S.A.,SANTO DOMINGO,LA PUNTA,0,0,0,0,0,0,0,0.00016,0.02396,0.04135,0.04198,0.04233
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SANTO DOMINGO,LA PUNTA,0.09575,0.09183,0.09051,0.08192,0,0,0,0,0,0,0,0
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),HOCOL S.A.,SANTO DOMINGO NORTE,LA PUNTA,0,0,0,0,0,0,0,0,0,0,0.07115,0.10798
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),EMERALD ENERGY PLC SUCURSAL COLOMBIA,VIGIA SUR,CAMPO RICO,0.01293,0.01305,0.01298,0.01238,0.00794,0.01128,0.01381,0.01377,0.01357,0.01356,0.01335,0.01338
CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),PERENCO COLOMBIA LIMITED,VIREO,OROPENDOLA,0.0501,0.02917,0.03737,0.02992,0.02823,0.02894,0.029,0.02891,0.04338,0.02874,0.0279,0.02351
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),Frontera Energy Colombia Corp Sucursal Colombia,AZOR,ARRENDAJO,0.0136,0.01338,0.01334,0.01321,0.01318,0.01268,0.0112,0.01087,0.01003,0.00941,0.0089,0.00843
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,BEGONIA,LLA 40,0.03282,0.03192,0.02599,0,0,0,0,0,0.01121,0.03535,0.03464,0.03511
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),PERENCO OIL AND GAS COLOMBIA LIMITED.,CUERVA OESTE,LA CUERVA,0.03344,0.03582,0.03343,0.03131,0.03214,0.03353,0.0355,0.03301,0.02886,0.02846,0.03023,0.026
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),PERENCO OIL AND GAS COLOMBIA LIMITED.,CUERVA SUR,LA CUERVA,0.00259,0.00228,0.00378,0.00434,0.00327,0.00387,0.00324,0.0034,0.0036,0.00322,0.00333,0.00356
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,DOROTEA B,DOROTEA,0.27891,0.26018,0.28946,0.29621,0.28823,0.36267,0.32176,0.25705,0.20954,0.19701,0.16209,0.13895
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA B,LEONA,0.0129,0.013,0.0135,0.01309,0.01492,0.0162,0.01621,0.01654,0.01616,0.01636,0.01478,0.01549
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA B SUR,LEONA,0.00723,0.00713,0.00704,0.00567,0.00451,0.00307,0.00312,0.00413,0.00386,0.00375,0.00531,0.00402
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA C,LEONA,0.0097,0.00969,0.01024,0.00922,0.00933,0.00957,0.00875,0.00914,0.00884,0.00869,0.00828,0.00758
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),Frontera Energy Colombia Corp Sucursal Colombia,YAGUAZO,ARRENDAJO,0.03496,0.03465,0.03392,0.03298,0.03234,0.03203,0.03138,0.03072,0.0302,0.02962,0.02927,0.0287
CASANARE,PAZ DE ARIPORO,5.779915281,-70.86947037,POINT (-70.86947037 5.779915281),PERENCO OIL AND GAS COLOMBIA LIMITED.,YAMÚ,YAMU,0.0019,0.00189,0.00161,0.00024,0.0016,0.00176,0.00161,0.00093,0.00131,0.00187,0.00123,0.00195
CASANARE,PORE,5.663194953,-71.92580806,POINT (-71.92580806 5.663194953),PERENCO OIL AND GAS COLOMBIA LIMITED.,CARUPANA,YAMU,0.00821,0.0063,0.00431,0.00398,0.00306,0.00568,0.00444,0.00851,0.00877,0.00887,0.00897,0.00851
CASANARE,PORE,5.663194953,-71.92580806,POINT (-71.92580806 5.663194953),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,KONA,LLA 16,0.08672,0.07685,0.05968,0,0,0,0,0,0,0,0,0
CASANARE,PORE,5.663194953,-71.92580806,POINT (-71.92580806 5.663194953),PERENCO OIL AND GAS COLOMBIA LIMITED.,POTRILLO,YAMU,0.00191,0.00191,0.00107,0,0,0.00046,0.00247,0.0028,0.00232,0.00273,0.00157,0.00258
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,ADALIA,LLA 30,0.0048,0.00468,0.00459,0.00062,0,0.00051,0.01323,0.0127,0.0131,0.01366,0.01362,0.0137
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PERENCO COLOMBIA LIMITED,CRAVO ESTE,CASANARE,0.34806,0.34066,0.34506,0.34893,0.34106,0.3272,0.30216,0.28584,0.29383,0.29971,0.29017,0.2937
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),INVEPETROL LIMITED COLOMBIA,CURITO,CASANARE ESTE,0.00454,0.0041,0.00415,0.00408,0.00277,0.00325,0.00203,0.00214,0.00224,0.00212,0.00205,0.00178
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LAS MARACAS,LOS OCARROS,0.20878,0.23459,0.27688,0.02648,0,0,0,0,0.03851,0.24106,0.2711,0.27211
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),CARRAO ENERGY S.A. SUCURSAL COLOMBIA,PANTRO,LLA 23,0.00049,0.00036,0.00034,0.00043,0.00032,0.00039,0.00025,0.00027,0.00029,0.00017,0.00009,0
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),COLOMBIA ENERGY DEVELOPMENT CO,PANTRO,LLA 23,0,0,0,0,0,0,0,0,0,0,0,0.00026
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PERENCO COLOMBIA LIMITED,REMACHE NORTE,COROCORA,0.02828,0.02788,0.02736,0.02622,0.00692,0.02488,0.02497,0.0246,0.0189,0.0195,0.01996,0.0212
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PERENCO COLOMBIA LIMITED,REMACHE SUR,COROCORA,0.06699,0.06515,0.06636,0.06662,0.05925,0.05668,0.07133,0.07131,0.07389,0.07431,0.06866,0.07234
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),VERANO ENERGY (BARBADOS) LIMITED,CALONA,LLA 32,0,0,0.88331,0.55339,0,0.18759,0.5158,0.34103,0.04513,0,0.62661,0.35612
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),Frontera Energy Colombia Corp Sucursal Colombia,Canaguay,CANAGUARO,0.03111,0.0256,0.02077,0,0,0,0,0,0,0,0,0.03204
